name,year,height,weight,position,school,city,state,profile_link,score,nat_rank,pos_rank,state_rank,website,school_offer
Chase Bisontis,2023,77,290,OT,Don Bosco Prep,Ramsey,NJ,//247sports.com/Player/chase-bisontis-46094695/,0.96,72,2,1,247,Texas
Olaus Alinen,2023,78,315,OT,The Loomis Chaffee School,Windsor,CT,//247sports.com/Player/olaus-alinen-46101230/,0.94,135,12,1,247,Texas
Isaiah Robinson,2023,79,288,OT,Lamar,Arlington,TX,//247sports.com/Player/isaiah-robinson-46109841/,0.93,196,17,34,247,Texas
Miles McVay,2023,78,358,OT,East St. Louis,East St. Louis,IL,//247sports.com/Player/miles-mcvay-46080187/,0.92,NA,21,3,247,Texas
Ian Reed,2023,78,315,OT,Vandegrift,Austin,TX,//247sports.com/Player/ian-reed-46127899/,0.91,NA,13,47,247,Texas
Payton Kirkland,2023,77,360,OT,Dr. Phillips,Orlando,FL,//247sports.com/Player/payton-kirkland-46098852/,0.9,NA,18,55,247,Texas
Elishah Jackett,2023,78,280,OT,El Modena,Orange,CA,//247sports.com/Player/elishah-jackett-46129552/,0.9,NA,23,26,247,Texas
Caden Jones,2023,79,329,OT,De La Salle,New Orleans,LA,//247sports.com/Player/caden-jones-46116291/,0.9,NA,24,16,247,Texas
Vysen Lang,2023,76,335,OT,Pike Road,Pike Road,AL,//247sports.com/Player/vysen-lang-46101162/,0.88,NA,48,22,247,Texas
Trevor Goosby,2023,78,280,OT,Melissa,Melissa,TX,//247sports.com/Player/trevor-goosby-46127866/,0.88,NA,34,76,247,Texas
Paul Mubenga,2023,76,280,OT,Buford,Buford,GA,//247sports.com/Player/paul-mubenga-46118372/,0.88,NA,35,59,247,Texas
Zay Alexander,2023,79,315,OT,Tupelo,Tupelo,MS,//247sports.com/Player/zay-alexander-46116458/,0.88,NA,48,10,247,Texas
Ian Geffrard,2023,78,350,OT,Whitefield Academy,Mableton,GA,//247sports.com/Player/ian-geffrard-46086673/,0.87,NA,53,77,247,Texas
Koby Keenum,2023,76,300,OT,Mars Hill Bible School,Florence,AL,//247sports.com/Player/koby-keenum-46114547/,0.87,NA,56,33,247,Texas
Connor Stroh,2023,78,345,OT,Wakeland,Frisco,TX,//247sports.com/Player/connor-stroh-46125630/,0.87,NA,61,131,247,Texas
Harris Sewell,2023,76,300,IOL,Permian,Odessa,TX,//247sports.com/Player/harris-sewell-46109308/,0.93,202,10,35,247,Texas
Jaydon Chatman,2023,76,300,IOL,Harker Heights,Harker Heights,TX,//247sports.com/Player/jaydon-chatman-46125604/,0.91,NA,14,49,247,Texas
TJ Shanahan,2023,76,310,IOL,Westlake,Austin,TX,//247sports.com/Player/tj-shanahan-46101254/,0.9,NA,21,53,247,Texas
Colton Thomasson,2023,80,325,IOL,Smithson Valley,Spring Branch,TX,//247sports.com/Player/colton-thomasson-46085396/,0.9,NA,25,65,247,Texas
Knijeah Harris,2023,75,335,IOL,IMG Academy,Bradenton,FL,//247sports.com/Player/knijeah-harris-46097445/,0.88,NA,52,90,247,Texas
Andre Cojoe,2023,78,345,IOL,Mansfield Timberview,Arlington,TX,//247sports.com/Player/andre-cojoe-46113455/,0.86,NA,78,159,247,Texas
Malachi Breland,2023,75,340,IOL,Laurel,Laurel,MS,//247sports.com/Player/malachi-breland-46118106/,0.85,NA,105,27,247,Texas
Damon Wilson II,2023,75,225,EDGE,Venice,Venice,FL,//247sports.com/Player/damon-wilson-ii-46114588/,0.97,45,5,11,247,Texas
Matayo Uiagalelei,2023,77,265,EDGE,St. John Bosco,Bellflower,CA,//247sports.com/Player/matayo-uiagalelei-46086656/,0.97,47,6,5,247,Texas
Bai Jobe,2023,75,225,EDGE,Community Christian School,Norman,OK,//247sports.com/Player/bai-jobe-46114696/,0.96,55,7,1,247,Texas
Braylan Shelby,2023,77,235,EDGE,Friendswood,Friendswood,TX,//247sports.com/Player/braylan-shelby-46115176/,0.96,60,8,10,247,Texas
Rueben Bain,2023,74,250,EDGE,Miami Central,Miami,FL,//247sports.com/Player/rueben-bain-46101621/,0.96,71,10,15,247,Texas
Gabe Harris,2023,76,237,EDGE,IMG Academy,Bradenton,FL,//247sports.com/Player/gabe-harris-46099799/,0.95,97,13,20,247,Texas
Jayden Wayne,2023,77,245,EDGE,IMG Academy,Bradenton,FL,//247sports.com/Player/jayden-wayne-46085119/,0.95,104,14,24,247,Texas
Desmond Umeozulu,2023,78,239,EDGE,Charles Herbert Flowers,Springdale,MD,//247sports.com/Player/desmond-umeozulu-46125393/,0.94,113,15,3,247,Texas
Blake Purchase,2023,74,240,EDGE,Cherry Creek,Englewood,CO,//247sports.com/Player/blake-purchase-46110510/,0.94,129,17,1,247,Texas
Colton Vasek,2023,77,225,EDGE,Westlake,Austin,TX,//247sports.com/Player/colton-vasek-46128697/,0.92,240,27,44,247,Texas
Malik Bryant,2023,74,215,EDGE,Jones,Orlando,FL,//247sports.com/Player/malik-bryant-46098663/,0.9,NA,23,51,247,Texas
Billy Walton III,2023,74,215,EDGE,South Oak Cliff,Dallas,TX,//247sports.com/Player/billy-walton-iii-46102638/,0.89,NA,42,68,247,Texas
Ashley Williams Jr.,2023,77,225,EDGE,Zachary,Zachary,LA,//247sports.com/Player/ashley-williams-jr-46130521/,0.88,NA,49,24,247,Texas
Jamarious Brown,2023,75,250,EDGE,Moss Point,Moss Point,MS,//247sports.com/Player/jamarious-brown-46109911/,0.88,NA,65,12,247,Texas
Rylan Kennedy,2023,76,210,EDGE,Lake Ridge,Mansfield,TX,//247sports.com/Player/rylan-kennedy-46137358/,0.87,NA,69,113,247,Texas
Carson Dean,2023,76,235,EDGE,Hebron,Carrollton,TX,//247sports.com/Player/carson-dean-46110547/,0.87,NA,81,134,247,Texas
Brad Spence,2023,74,225,EDGE,Klein Forest,Houston,TX,//247sports.com/Player/brad-spence-46117616/,0.85,NA,129,217,247,Texas
DJ Hicks,2023,76,290,DL,Paetow,Katy,TX,//247sports.com/Player/dj-hicks-46085587/,0.99,11,1,2,247,Texas
James Smith,2023,75,310,DL,Carver,Montgomery,AL,//247sports.com/Player/james-smith-46099271/,0.97,41,5,3,247,Texas
Kelby Collins,2023,76,265,DL,Gardendale,Gardendale,AL,//247sports.com/Player/kelby-collins-46099555/,0.96,53,7,5,247,Texas
Peter Woods,2023,75,270,DL,Thompson,Alabaster,AL,//247sports.com/Player/peter-woods-46084831/,0.96,59,8,6,247,Texas
Keldric Faulk,2023,77,270,DL,Highland Home,Highland Home,AL,//247sports.com/Player/keldric-faulk-46081368/,0.96,62,9,7,247,Texas
Markis Deal,2023,76,290,DL,Naaman Forest,Garland,TX,//247sports.com/Player/markis-deal-46102678/,0.96,78,11,14,247,Texas
John Walker,2023,75,310,DL,Osceola,Kissimmee,FL,//247sports.com/Player/john-walker-46098674/,0.95,99,14,21,247,Texas
Kayden McDonald,2023,75,310,DL,North Gwinnett,Suwanee,GA,//247sports.com/Player/kayden-mcdonald-46109300/,0.94,136,18,12,247,Texas
Hunter Osborne,2023,76,260,DL,Hewitt-Trussville,Trussville,AL,//247sports.com/Player/hunter-osborne-46104085/,0.93,168,21,12,247,Texas
Johnny Bowens III,2023,75,265,DL,Judson,Converse,TX,//247sports.com/Player/johnny-bowens-iii-46110003/,0.93,186,26,32,247,Texas
Stephiylan Green,2023,76,267,DL,Rome,Rome,GA,//247sports.com/Player/stephiylan-green-46117786/,0.93,187,27,18,247,Texas
Terrance Green,2023,77,265,DL,Cy Woods,Cypress,TX,//247sports.com/Player/terrance-green-46125529/,0.92,211,30,37,247,Texas
A.J. Hoffler,2023,76,240,DL,Woodward Academy,Atlanta,GA,//247sports.com/Player/aj-hoffler-46111841/,0.92,222,25,22,247,Texas
Elijah Davis,2023,76,280,DL,East Mississippi C.C.,Scooba,MS,//247sports.com/Player/elijah-davis-46086007/,0.92,4,1,2,247,Texas
Derrick LeBlanc,2023,76,265,DL,Osceola,Kissimmee,FL,//247sports.com/Player/derrick-leblanc-46098673/,0.91,NA,34,47,247,Texas
Ashton Porter,2023,75,255,DL,Cy Ranch,Cypress,TX,//247sports.com/Player/ashton-porter-46110030/,0.91,NA,35,50,247,Texas
Avion Carter,2023,76,260,DL,Tascosa,Amarillo,TX,//247sports.com/Player/avion-carter-46111808/,0.91,NA,36,51,247,Texas
Derick Hunter Jr.,2023,76,300,DL,Hinds C.C.,Raymond,MS,//247sports.com/Player/derick-hunter-jr-45573134/,0.91,5,2,3,247,Texas
Jonathan Davis,2023,77,305,DL,Lawrence County,Monticello,MS,//247sports.com/Player/jonathan-davis-46138796/,0.89,NA,48,6,247,Texas
Sydir Mitchell,2023,77,335,DL,Bergen Catholic,Oradell,NJ,//247sports.com/Player/sydir-mitchell-46098968/,0.89,NA,51,5,247,Texas
Roderick Pierce,2023,75,290,DL,Brother Rice,Oak Lawn,IL,//247sports.com/Player/roderick-pierce-46115988/,0.89,NA,54,9,247,Texas
My'Keil Gardner,2023,74,275,DL,Liberty,Peoria,AZ,//247sports.com/Player/mykeil-gardner-46117328/,0.89,NA,55,9,247,Texas
Justin Benton,2023,73,280,DL,Newton,Covington,GA,//247sports.com/Player/justin-benton-46097408/,0.88,NA,60,53,247,Texas
Dylan Spencer,2023,76,240,DL,C.E. King,Houston,TX,//247sports.com/Player/dylan-spencer-46102731/,0.88,NA,62,91,247,Texas
Jaren Woods,2023,76,265,DL,La Grange,La Grange,TX,//247sports.com/Player/jaren-woods-46128698/,0.88,NA,63,92,247,Texas
Ta'Derius Collins,2023,76,240,DL,Northwood,Shreveport,LA,//247sports.com/Player/taderius-collins-46130935/,0.88,NA,58,26,247,Texas
Ansel Nedore,2023,74,245,DL,Round Rock,Round Rock,TX,//247sports.com/Player/ansel-nedore-46114128/,0.87,NA,80,116,247,Texas
Kyran Bourda,2023,75,285,DL,St. Augustine,New Orleans,LA,//247sports.com/Player/kyran-bourda-46114751/,0.87,NA,95,34,247,Texas
Samu Taumanupepe,2023,75,380,DL,Atascocita,Humble,TX,//247sports.com/Player/samu-taumanupepe-46114144/,0.86,NA,109,157,247,Texas
Thomas Collins,2023,73,275,DL,RIG Academy,Sweden,SWED,//247sports.com/Player/thomas-collins-46102120/,0.84,NA,184,1,247,Texas
Yhonzae Pierre,2023,75,223,DL,Eufaula,Eufaula,AL,//247sports.com/Player/yhonzae-pierre-46114734/,0.98,28,4,2,247,Texas
Anthony James,2023,77,265,DL,Wylie East,Wylie,TX,//247sports.com/Player/anthony-james-46099680/,0.88,NA,72,101,247,Texas
Jordan Renaud,2023,75,245,DL,Tyler Legacy,Tyler,TX,//247sports.com/Player/jordan-renaud-46098634/,0.95,92,12,18,247,Texas
Anthony Hill Jr.,2023,74,225,LB,Ryan,Denton,TX,//247sports.com/Player/anthony-hill-jr-46097274/,0.98,17,1,3,247,Texas
Tausili Akana,2023,76,225,LB,Skyridge,Lehi,UT,//247sports.com/Player/tausili-akana-46086671/,0.96,52,5,2,247,Texas
Justin Jefferson,2023,73,215,LB,Pearl River C.C.,Poplarville,MS,//247sports.com/Player/justin-jefferson-46130846/,0.95,2,1,1,247,Texas
Grayson Howard,2023,75,220,LB,Andrew Jackson,Jacksonville,FL,//247sports.com/Player/grayson-howard-46114958/,0.94,115,9,30,247,Texas
Jamal Anderson,2023,76,202,LB,Mill Creek,Hoschton,GA,//247sports.com/Player/jamal-anderson-46127846/,0.92,216,19,21,247,Texas
Drayk Bowen,2023,74,232,LB,Andrean,Merrillville,IN,//247sports.com/Player/drayk-bowen-46103028/,0.92,219,20,2,247,Texas
Jaiden Ausberry,2023,72,210,LB,University Lab,Baton Rouge,LA,//247sports.com/Player/jaiden-ausberry-46099543/,0.91,NA,21,11,247,Texas
Ta'Mere Robinson,2023,76,225,LB,Brashear,Pittsburgh,PA,//247sports.com/Player/tamere-robinson-46094935/,0.91,NA,29,2,247,Texas
Liona Lefau,2023,73,210,LB,Kahuku,Kahuku,HI,//247sports.com/Player/liona-lefau-46112081/,0.9,NA,32,2,247,Texas
Derion Gullette,2023,74,220,LB,Teague,Teague,TX,//247sports.com/Player/derion-gullette-46117021/,0.9,NA,36,63,247,Texas
Raul Aguirre,2023,74,220,LB,Whitewater,Fayetteville,GA,//247sports.com/Player/raul-aguirre-46103169/,0.9,NA,33,33,247,Texas
Leviticus Suâ€™a,2023,73,225,LB,Mater Dei,Santa Ana,CA,//247sports.com/Player/leviticus-sua-46100141/,0.9,NA,34,27,247,Texas
Jalen Smith,2023,72,213,LB,Grayson,Loganville,GA,//247sports.com/Player/jalen-smith-46128318/,0.89,NA,42,40,247,Texas
Bobby Washington,2023,75,215,LB,Miami Palmetto,Miami,FL,//247sports.com/Player/bobby-washington-46117123/,0.89,NA,43,86,247,Texas
Daymion Sanford,2023,74,210,LB,Paetow,Katy,TX,//247sports.com/Player/daymion-sanford-46129605/,0.88,NA,51,82,247,Texas
Jayvant Brown,2023,72,220,LB,St. Thomas Aquinas,Fort Lauderdale,FL,//247sports.com/Player/jayvant-brown-46097452/,0.88,NA,49,99,247,Texas
S'Maje Burrell,2023,72,215,LB,North Crowley,Fort Worth,TX,//247sports.com/Player/smaje-burrell-46125799/,0.87,NA,70,120,247,Texas
Dylan Rogers,2023,74,235,LB,Cy Woods,Cypress,TX,//247sports.com/Player/dylan-rogers-46113347/,0.86,NA,110,194,247,Texas
A.J. Harris,2023,73,180,CB,Central,Phenix City,AL,//247sports.com/Player/aj-harris-46112778/,0.98,27,2,1,247,Texas
Dezz Ricks,2023,73,170,CB,IMG Academy,Bradenton,FL,//247sports.com/Player/dezz-ricks-46103455/,0.97,39,3,10,247,Texas
Malik Muhammad,2023,71,175,CB,South Oak Cliff,Dallas,TX,//247sports.com/Player/malik-muhammad-46086675/,0.96,74,5,12,247,Texas
Javien Toviano,2023,72,185,CB,Martin,Arlington,TX,//247sports.com/Player/javien-toviano-46103147/,0.95,88,7,15,247,Texas
Calvin Simpson-Hunt,2023,72,175,CB,Waxahachie,Waxahachie,TX,//247sports.com/Player/calvin-simpson-hunt-46127886/,0.95,89,7,16,247,Texas
Rodrick Pleasant,2023,71,180,CB,Junipero Serra,Gardena,CA,//247sports.com/Player/rodrick-pleasant-46116608/,0.95,105,8,9,247,Texas
Bravion Rogers,2023,70,185,CB,La Grange,La Grange,TX,//247sports.com/Player/bravion-rogers-46111814/,0.94,119,10,23,247,Texas
Daylen Austin,2023,73,180,CB,Long Beach Poly,Long Beach,CA,//247sports.com/Player/daylen-austin-46113125/,0.94,134,11,11,247,Texas
Jayvon Thomas,2023,71,170,CB,South Oak Cliff,Dallas,TX,//247sports.com/Player/jayvon-thomas-46114104/,0.94,156,15,29,247,Texas
Braxton Myers,2023,73,185,CB,Coppell,Coppell,TX,//247sports.com/Player/braxton-myers-46097293/,0.94,161,11,31,247,Texas
Kayin Lee,2023,70,175,CB,Cedar Grove,Ellenwood,GA,//247sports.com/Player/kayin-lee-46101683/,0.93,180,19,15,247,Texas
Tony Mitchell,2023,73,205,CB,Thompson,Alabaster,AL,//247sports.com/Player/tony-mitchell-46080231/,0.93,195,15,14,247,Texas
Micah Bell,2023,70,170,CB,The Kinkaid School,Houston,TX,//247sports.com/Player/micah-bell-46111844/,0.92,239,27,43,247,Texas
Jordan Matthews,2023,73,184,CB,Woodlawn,Baton Rouge,LA,//247sports.com/Player/jordan-matthews-46113123/,0.92,244,28,10,247,Texas
Caleb Presley,2023,71,180,CB,Rainier Beach,Seattle,WA,//247sports.com/Player/caleb-presley-46097184/,0.91,NA,30,2,247,Texas
Jasiah Wagoner,2023,70,170,CB,Spanaway Lake,Spanaway,WA,//247sports.com/Player/jasiah-wagoner-46100145/,0.91,NA,31,3,247,Texas
Jamel Johnson,2023,73,185,CB,Seguin,Arlington,TX,//247sports.com/Player/jamel-johnson-46098248/,0.9,NA,30,62,247,Texas
Tay'Shawn Wilson,2023,69,175,CB,Mayde Creek,Houston,TX,//247sports.com/Player/tayshawn-wilson-46109967/,0.89,NA,42,72,247,Texas
Chance Rucker,2023,73,180,CB,Ryan,Denton,TX,//247sports.com/Player/chance-rucker-46128572/,0.89,NA,46,74,247,Texas
Avieon Terrell,2023,72,170,CB,Westlake,Atlanta,GA,//247sports.com/Player/avieon-terrell-46085349/,0.88,NA,54,55,247,Texas
Antonio Robinson,2023,70,181,CB,Beechwood,Fort Mitchell,KY,//247sports.com/Player/antonio-robinson-46085527/,0.87,NA,86,7,247,Texas
Deldrick Madison,2023,71,175,CB,Duncanville,Duncanville,TX,//247sports.com/Player/deldrick-madison-46111889/,0.86,NA,105,195,247,Texas
Vernon Glover Jr.,2023,71,170,CB,Dickinson,Dickinson,TX,//247sports.com/Player/vernon-glover-jr-46114773/,0.85,NA,118,210,247,Texas
Caleb Downs,2023,71,197,S,Mill Creek,Hoschton,GA,//247sports.com/Player/caleb-downs-46097147/,0.99,8,1,1,247,Texas
Peyton Bowen,2023,72,185,S,Guyer,Denton,TX,//247sports.com/Player/peyton-bowen-46113794/,0.96,57,3,9,247,Texas
Derek Williams Jr.,2023,74,185,S,Westgate,New Iberia,LA,//247sports.com/Player/derek-williams-jr-46102611/,0.96,66,4,3,247,Texas
Makari Vickers,2023,73,191,S,Robert F. Munroe Day School,Quincy,FL,//247sports.com/Player/makari-vickers-46104034/,0.95,102,8,23,247,Texas
Tyler Scott,2023,73,195,S,Pebblebrook,Mableton,GA,//247sports.com/Player/tyler-scott-46133942/,0.93,191,20,19,247,Texas
Ryan Yaites,2023,72,190,S,Guyer,Denton,TX,//247sports.com/Player/ryan-yaites-46113895/,0.92,245,21,45,247,Texas
Warren Roberson,2023,72,180,S,Red Oak,Red Oak,TX,//247sports.com/Player/warren-roberson-46118297/,0.9,NA,22,55,247,Texas
Bryce Thornton,2023,70,185,S,Milton,Alpharetta,GA,//247sports.com/Player/bryce-thornton-46125453/,0.88,NA,52,58,247,Texas
Rahmir Stewart,2023,71,195,S,Imhotep Institute,Philadelphia,PA,//247sports.com/Player/rahmir-stewart-46094149/,0.87,NA,64,13,247,Texas
Johnathan Hall,2023,72,220,S,Katy,Katy,TX,//247sports.com/Player/johnathan-hall-46125484/,0.87,NA,68,117,247,Texas
Tyler Turner,2023,72,180,S,Brennan,San Antonio,TX,//247sports.com/Player/tyler-turner-46114887/,0.87,NA,70,124,247,Texas
Jayven Anderson,2023,72,205,S,North Shore,Houston,TX,//247sports.com/Player/jayven-anderson-46116359/,0.86,NA,98,187,247,Texas
Nyck Harbor,2023,77,225,ATH,Archbishop Carroll,Washington,DC,//247sports.com/Player/nyck-harbor-46114050/,0.98,15,1,1,247,Texas
Joenel Aguero,2023,72,195,ATH,St. John's Prep,Danvers,MA,//247sports.com/Player/joenel-aguero-46099462/,0.98,29,2,2,247,Texas
Makai Lemon,2023,72,180,ATH,Los Alamitos,Los Alamitos,CA,//247sports.com/Player/makai-lemon-46094259/,0.97,50,9,6,247,Texas
Jelani McDonald,2023,74,197,ATH,Connally,Waco,TX,//247sports.com/Player/jelani-mcdonald-46129079/,0.96,51,2,7,247,Texas
Kenyon Sadiq,2023,75,220,ATH,Skyline Senior,Idaho Falls,ID,//247sports.com/Player/kenyon-sadiq-46116067/,0.96,79,4,1,247,Texas
Sam M'Pemba,2023,75,240,ATH,IMG Academy,Bradenton,FL,//247sports.com/Player/sam-mpemba-46099674/,0.96,82,11,16,247,Texas
Ryan Niblett,2023,70,170,ATH,Aldine Eisenhower,Houston,TX,//247sports.com/Player/ryan-niblett-46117019/,0.95,94,15,19,247,Texas
Dalton Brooks,2023,73,187,ATH,Shiner,Shiner,TX,//247sports.com/Player/dalton-brooks-46109467/,0.94,128,6,25,247,Texas
Jaxon Howard,2023,76,245,ATH,Robbinsdale Cooper,Minneapolis,MN,//247sports.com/Player/jaxon-howard-46096421/,0.94,131,18,1,247,Texas
Robby Washington,2023,70,185,ATH,Miami Palmetto,Miami,FL,//247sports.com/Player/robby-washington-46115282/,0.94,145,22,33,247,Texas
Mikal Harrison-Pilot,2023,72,190,ATH,Temple,Temple,TX,//247sports.com/Player/mikal-harrison-pilot-46097273/,0.94,153,10,28,247,Texas
Rico Walker,2023,75,233,ATH,Hickory,Hickory,NC,//247sports.com/Player/rico-walker-46102074/,0.92,209,12,7,247,Texas
Cole Martin,2023,70,175,ATH,Basha,Chandler,AZ,//247sports.com/Player/cole-martin-46081669/,0.92,247,29,4,247,Texas
Rodney Gallagher,2023,70,160,ATH,Laurel Highlands,Uniontown,PA,//247sports.com/Player/rodney-gallagher-46101185/,0.91,NA,34,3,247,Texas
