name,year,height,weight,position,school,city,state,profile_link,score,nat_rank,pos_rank,state_rank,website,school_offer
Luther Burden III,2022,72,200,WR,East St. Louis,East St. Louis,IL,//247sports.com/Player/luther-burden-iii-46058915/,0.98,14,2,1,247,Texas
Chris Marshall,2022,75,195,WR,Fort Bend Marshall,Missouri City,TX,//247sports.com/Player/chris-marshall-46110458/,0.98,24,3,6,247,Texas
Tetairoa McMillan,2022,76,185,WR,Servite,Anaheim,CA,//247sports.com/Player/tetairoa-mcmillan-46081836/,0.97,37,4,3,247,Texas
Aaron Anderson,2022,69,185,WR,Edna Karr,New Orleans,LA,//247sports.com/Player/aaron-anderson-46093790/,0.97,49,5,2,247,Texas
Antonio Williams,2022,72,180,WR,Dutch Fork,Irmo,SC,//247sports.com/Player/antonio-williams-46097903/,0.96,61,6,3,247,Texas
C.J. Williams,2022,74,193,WR,Mater Dei,Santa Ana,CA,//247sports.com/Player/cj-williams-46082278/,0.96,62,7,6,247,Texas
Kyion Grayes,2022,71,170,WR,Chandler,Chandler,AZ,//247sports.com/Player/kyion-grayes-46056370/,0.96,63,8,2,247,Texas
Caleb Burton III,2022,72,165,WR,Lake Travis,Austin,TX,//247sports.com/Player/caleb-burton-iii-46076668/,0.96,71,10,12,247,Texas
Kevin Coleman Jr.,2022,71,170,WR,St. Mary's,St. Louis,MO,//247sports.com/Player/kevin-coleman-jr-46058557/,0.96,72,11,1,247,Texas
Andre Greene Jr.,2022,75,185,WR,St. Christopher's School,Richmond,VA,//247sports.com/Player/andre-greene-jr-46099973/,0.95,102,16,2,247,Texas
Kojo Antwi,2022,72,190,WR,Lambert,Suwanee,GA,//247sports.com/Player/kojo-antwi-46099884/,0.94,115,19,13,247,Texas
Shazz Preston,2022,72,190,WR,St. James,Saint James,LA,//247sports.com/Player/shazz-preston-46078814/,0.94,120,20,9,247,Texas
Shaleak Knotts,2022,73,184,WR,Monroe,Monroe,NC,//247sports.com/Player/shaleak-knotts-46080635/,0.94,144,23,3,247,Texas
Matthew Golden,2022,72,190,WR,Klein Cain,Houston,TX,//247sports.com/Player/matthew-golden-46093611/,0.93,150,25,25,247,Texas
Jordan Hudson,2022,73,180,WR,Garland,Garland,TX,//247sports.com/Player/jordan-hudson-46097244/,0.93,157,26,26,247,Texas
Talyn Shettron,2022,75,185,WR,Santa Fe,Edmond,OK,//247sports.com/Player/talyn-shettron-46084989/,0.93,162,27,4,247,Texas
Dane Key,2022,74,190,WR,Frederick Douglass,Lexington,KY,//247sports.com/Player/dane-key-46093743/,0.91,NA,41,1,247,Texas
Armani Winfield,2022,74,180,WR,Lewisville,Lewisville,TX,//247sports.com/Player/armani-winfield-46056649/,0.9,NA,47,47,247,Texas
Nic Anderson,2022,75,195,WR,Katy,Katy,TX,//247sports.com/Player/nic-anderson-46102449/,0.89,NA,61,56,247,Texas
Tommy McIntosh,2022,77,203,WR,DeWitt,DeWitt,MI,//247sports.com/Player/tommy-mcintosh-46103143/,0.89,NA,66,12,247,Texas
Caleb Douglas,2022,75,185,WR,Hightower,Missouri City,TX,//247sports.com/Player/caleb-douglas-46109936/,0.88,NA,71,65,247,Texas
Amarion Brown,2022,75,175,WR,Martin County,Stuart,FL,//247sports.com/Player/amarion-brown-46100940/,0.88,NA,77,68,247,Texas
Phaizon Wilson,2022,76,210,WR,Lancaster,Lancaster,TX,//247sports.com/Player/phaizon-wilson-46080066/,0.88,NA,88,88,247,Texas
Savion Red,2022,70,210,WR,Grand Prairie,Grand Prairie,TX,//247sports.com/Player/savion-red-46056736/,0.84,NA,137,206,247,Texas
Oscar Delp,2022,77,224,TE,West Forsyth,Cumming,GA,//247sports.com/Player/oscar-delp-46098327/,0.97,51,1,8,247,Texas
Jaleel Skinner,2022,77,216,TE,IMG Academy,Bradenton,FL,//247sports.com/Player/jaleel-skinner-46058801/,0.95,100,4,15,247,Texas
Donovan Green,2022,76,235,TE,Dickinson,Dickinson,TX,//247sports.com/Player/donovan-green-46080070/,0.94,116,5,19,247,Texas
Arlis Boardingham,2022,76,220,TE,Birmingham,Van Nuys,CA,//247sports.com/Player/arlis-boardingham-46081164/,0.9,NA,23,30,247,Texas
Holden Staes,2022,76,230,TE,Westminster School,Atlanta,GA,//247sports.com/Player/holden-staes-46099767/,0.9,NA,21,37,247,Texas
CJ Hawkins,2022,78,220,TE,Berkeley Prep,Tampa,FL,//247sports.com/Player/cj-hawkins-46111840/,0.89,NA,22,38,247,Texas
Andrew Keller,2022,78,220,TE,Waunakee,Waunakee,WI,//247sports.com/Player/andrew-keller-46100302/,0.89,NA,25,7,247,Texas
Rashad McKenzie Jr.,2022,76,250,TE,Bishop Alemany,Mission Hills,CA,//247sports.com/Player/rashad-mckenzie-jr-46083123/,0.87,NA,96,66,247,Texas
Jason Llewellyn,2022,77,240,TE,Aledo,Aledo,TX,//247sports.com/Player/jason-llewellyn-46111830/,0.87,NA,42,111,247,Texas
Josh Conerly Jr.,2022,77,283,OT,Rainier Beach,Seattle,WA,//247sports.com/Player/josh-conerly-jr-46057420/,0.99,8,1,1,247,Texas
Zach Rice,2022,78,282,OT,Liberty Christian Academy,Lynchburg,VA,//247sports.com/Player/zach-rice-46086346/,0.98,20,2,1,247,Texas
DJ Campbell,2022,75,310,OT,Bowie,Arlington,TX,//247sports.com/Player/dj-campbell-46093947/,0.98,23,1,5,247,Texas
Kelvin Banks Jr.,2022,77,300,OT,Summer Creek,Humble,TX,//247sports.com/Player/kelvin-banks-jr-46082828/,0.98,30,3,7,247,Texas
Kiyaunta Goodwin,2022,80,340,OT,Charlestown,Charlestown,IN,//247sports.com/Player/kiyaunta-goodwin-46056042/,0.98,33,5,1,247,Texas
PJ Williams,2022,76,265,OT,Dickinson,Dickinson,TX,//247sports.com/Player/pj-williams-46097800/,0.97,55,7,9,247,Texas
Tyler Booker,2022,77,325,OT,IMG Academy,Bradenton,FL,//247sports.com/Player/tyler-booker-46057337/,0.97,60,8,7,247,Texas
Will Campbell,2022,78,300,OT,Neville,Monroe,LA,//247sports.com/Player/will-campbell-46085724/,0.96,66,9,3,247,Texas
Kam Dewberry,2022,76,313,OT,Atascocita,Humble,TX,//247sports.com/Player/kam-dewberry-46056698/,0.95,81,3,15,247,Texas
George Fitzpatrick,2022,78,274,OT,Cherry Creek,Englewood,CO,//247sports.com/Player/george-fitzpatrick-46101012/,0.93,167,15,2,247,Texas
Jaylen Early,2022,76,320,OT,Duncanville,Duncanville,TX,//247sports.com/Player/jaylen-early-46082827/,0.91,NA,12,40,247,Texas
Jacob Allen,2022,78,270,OT,Hun School,Princeton,NJ,//247sports.com/Player/jacob-allen-46058503/,0.9,NA,15,4,247,Texas
Gunner Givens,2022,77,270,OT,Lord Botetourt,Daleville,VA,//247sports.com/Player/gunner-givens-46094025/,0.9,NA,45,12,247,Texas
Jacob Sexton,2022,77,285,OT,Deer Creek,Edmond,OK,//247sports.com/Player/jacob-sexton-46085990/,0.9,NA,21,8,247,Texas
Malik Agbo,2022,77,320,OT,Todd Beamer,Federal Way,WA,//247sports.com/Player/malik-agbo-46059102/,0.9,NA,22,7,247,Texas
Qae'Shon Sapp,2022,76,325,OT,Lee County,Leesburg,GA,//247sports.com/Player/qaeshon-sapp-46099183/,0.89,NA,35,40,247,Texas
Aliou Bah,2022,77,325,OT,IMG Academy,Bradenton,FL,//247sports.com/Player/aliou-bah-46094353/,0.88,NA,40,50,247,Texas
Cole Hutson,2022,77,312,OT,Frisco,Frisco,TX,//247sports.com/Player/cole-hutson-46098336/,0.88,NA,22,69,247,Texas
Cameron Williams,2022,77,360,OT,Duncanville,Duncanville,TX,//247sports.com/Player/cameron-williams-46085065/,0.87,NA,56,94,247,Texas
Earnest Greene,2022,76,330,IOL,St. John Bosco,Bellflower,CA,//247sports.com/Player/earnest-greene-46080544/,0.97,52,2,4,247,Texas
Neto Umeozulu,2022,76,285,IOL,Allen,Allen,TX,//247sports.com/Player/neto-umeozulu-46102211/,0.93,171,6,29,247,Texas
Mark Nabou,2022,76,330,IOL,O'Dea,Seattle,WA,//247sports.com/Player/mark-nabou-46094232/,0.88,NA,24,10,247,Texas
Connor Robertson,2022,76,296,IOL,Westlake,Austin,TX,//247sports.com/Player/connor-robertson-46110508/,0.87,NA,28,97,247,Texas
Jihaad Campbell,2022,75,215,EDGE,IMG Academy,Bradenton,FL,//247sports.com/Player/jihaad-campbell-46097320/,0.98,16,1,3,247,Texas
Marvin Jones Jr.,2022,76,245,EDGE,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/marvin-jones-jr-46094716/,0.98,21,2,5,247,Texas
Cyrus Moss,2022,78,220,EDGE,Bishop Gorman,Las Vegas,NV,//247sports.com/Player/cyrus-moss-46056265/,0.97,56,6,1,247,Texas
Omari Abor,2022,76,240,EDGE,Duncanville,Duncanville,TX,//247sports.com/Player/omari-abor-46057207/,0.96,73,8,13,247,Texas
Justice Finkley,2022,74,255,EDGE,Hewitt-Trussville,Trussville,AL,//247sports.com/Player/justice-finkley-46058853/,0.94,107,10,7,247,Texas
J'Mond Tapp,2022,75,245,EDGE,Ascension Catholic,Donaldsonville,LA,//247sports.com/Player/jmond-tapp-46059353/,0.94,127,11,10,247,Texas
James Pearce Jr.,2022,77,220,EDGE,Chambers,Charlotte,NC,//247sports.com/Player/james-pearce-jr-46114817/,0.93,173,18,6,247,Texas
DJ Wesolak,2022,76,235,EDGE,Boonville,Boonville,MO,//247sports.com/Player/dj-wesolak-46103936/,0.91,243,26,4,247,Texas
Derrick Brown,2022,75,210,EDGE,Texas High,Texarkana,TX,//247sports.com/Player/derrick-brown-46110382/,0.88,NA,35,75,247,Texas
Ethan Burke,2022,79,225,EDGE,Westlake,Austin,TX,//247sports.com/Player/ethan-burke-46128218/,0.88,NA,38,82,247,Texas
Mykel Williams,2022,77,265,DL,Hardaway,Columbus,GA,//247sports.com/Player/mykel-williams-46097211/,0.99,7,2,3,247,Texas
LT Overton,2022,76,265,DL,Milton,Alpharetta,GA,//247sports.com/Player/lt-overton-46103456/,0.98,17,6,4,247,Texas
Anthony Lucas,2022,76,275,DL,Chaparral,Scottsdale,AZ,//247sports.com/Player/anthony-lucas-46097888/,0.98,32,8,1,247,Texas
Quency Wiggins,2022,77,273,DL,Madison Prep Academy,Baton Rouge,LA,//247sports.com/Player/quency-wiggins-46109451/,0.97,48,9,1,247,Texas
Khurtiss Perry,2022,74,265,DL,Pike Road,Pike Road,AL,//247sports.com/Player/khurtiss-perry-46059458/,0.97,54,10,2,247,Texas
Chris McClellan,2022,75,295,DL,Owasso,Owasso,OK,//247sports.com/Player/chris-mcclellan-46100996/,0.95,90,12,1,247,Texas
Bear Alexander,2022,75,325,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/bear-alexander-46076651/,0.94,111,15,16,247,Texas
Hero Kanu,2022,77,293,DL,Santa Margarita Catholic,Rancho Santa Margarita,CA,//247sports.com/Player/hero-kanu-46114765/,0.94,118,17,10,247,Texas
Deone Walker,2022,78,350,DL,Cass Technical,Detroit,MI,//247sports.com/Player/deone-walker-46102934/,0.92,216,28,3,247,Texas
Aaron Wilson,2022,74,235,DL,St. Frances Academy,Baltimore,MD,//247sports.com/Player/aaron-wilson-46081992/,0.91,247,33,6,247,Texas
Kristopher Ross,2022,75,280,DL,North Shore,Houston,TX,//247sports.com/Player/kristopher-ross-46086759/,0.91,NA,34,39,247,Texas
Gracen Halton,2022,75,270,DL,St. Augustine,San Diego,CA,//247sports.com/Player/gracen-halton-46097719/,0.91,NA,35,21,247,Texas
Jaray Bledsoe,2022,76,270,DL,Marlin,Marlin,TX,//247sports.com/Player/jaray-bledsoe-46110214/,0.9,NA,38,43,247,Texas
Ernest Cooper IV,2022,76,235,DL,Martin,Arlington,TX,//247sports.com/Player/ernest-cooper-iv-46085414/,0.9,NA,39,44,247,Texas
Aaron Bryant,2022,76,306,DL,Southaven,Southaven,MS,//247sports.com/Player/aaron-bryant-46113285/,0.9,NA,49,10,247,Texas
Zac Swanson,2022,76,255,DL,Brophy College Preparatory,Phoenix,AZ,//247sports.com/Player/zac-swanson-46097105/,0.89,NA,57,5,247,Texas
Keahnist Thompson,2022,75,255,DL,Lakeland,Lakeland,FL,//247sports.com/Player/keahnist-thompson-46100601/,0.88,NA,65,56,247,Texas
Shone Washington,2022,75,297,DL,Warren Easton,New Orleans,LA,//247sports.com/Player/shone-washington-46082383/,0.88,NA,77,28,247,Texas
Kaleb Artis,2022,76,290,DL,St Francis Preparatory School,Fresh Meadows,NY,//247sports.com/Player/kaleb-artis-46086353/,0.87,NA,87,6,247,Texas
K.J. Miles,2022,76,288,DL,St. Peter's Prep,Jersey City,NJ,//247sports.com/Player/kj-miles-46054149/,0.87,NA,89,9,247,Texas
Jadon Scarlett,2022,74,265,DL,Argyle,Argyle,TX,//247sports.com/Player/jadon-scarlett-46101759/,0.87,NA,91,99,247,Texas
Domonique Orange,2022,76,300,DL,North Kansas City,Kansas City,MO,//247sports.com/Player/domonique-orange-46100297/,0.87,NA,99,16,247,Texas
Bishop Thomas,2022,74,301,DL,Bishop Moore Catholic,Orlando,FL,//247sports.com/Player/bishop-thomas-46111702/,0.87,NA,103,89,247,Texas
Malick Sylla,2022,78,230,DL,Katy,Katy,TX,//247sports.com/Player/malick-sylla-46093619/,0.96,64,7,10,247,Texas
Tyson Ford,2022,77,260,DL,John Burroughs School,St. Louis,MO,//247sports.com/Player/tyson-ford-46097287/,0.93,189,24,2,247,Texas
Nyjalik Kelly,2022,76,240,DL,Dillard,Fort Lauderdale,FL,//247sports.com/Player/nyjalik-kelly-46098949/,0.95,87,11,11,247,Texas
J'mari Monette,2022,76,280,DL,Alexandria,Alexandria,LA,//247sports.com/Player/jmari-monette-46113653/,0.87,NA,88,32,247,Texas
Samuel Okunlola,2022,76,225,DL,Thayer Academy,Braintree,MA,//247sports.com/Player/samuel-okunlola-46102277/,0.87,NA,109,5,247,Texas
Caden Curry,2022,74,240,DL,Center Grove,Greenwood,IN,//247sports.com/Player/caden-curry-46093621/,0.94,141,13,3,247,Texas
Tyre West,2022,75,280,DL,Tift County,Tifton,GA,//247sports.com/Player/tyre-west-46083347/,0.92,212,27,23,247,Texas
Marquis Gracial,2022,76,310,DL,St. Charles,Saint Charles,MO,//247sports.com/Player/marquis-gracial-46102770/,0.9,NA,41,8,247,Texas
Tygee Hill,2022,74,280,DL,Edna Karr,New Orleans,LA,//247sports.com/Player/tygee-hill-46085604/,0.87,NA,104,37,247,Texas
Harold Perkins Jr.,2022,74,210,LB,Cy Park,Cypress,TX,//247sports.com/Player/harold-perkins-jr-46097726/,0.99,5,1,1,247,Texas
Lander Barton,2022,76,220,LB,Brighton,Salt Lake City,UT,//247sports.com/Player/lander-barton-46097947/,0.97,41,4,1,247,Texas
Jaylen Sneed,2022,74,210,LB,Hilton Head,Hilton Head Island,SC,//247sports.com/Player/jaylen-sneed-46094578/,0.97,42,5,2,247,Texas
Shawn Murphy,2022,74,215,LB,Unity Reed,Manassas,VA,//247sports.com/Player/shawn-murphy-46059224/,0.94,142,12,3,247,Texas
Niuafe Tuihalamaka,2022,74,235,LB,Bishop Alemany,Mission Hills,CA,//247sports.com/Player/niuafe-tuihalamaka-46079819/,0.93,190,14,13,247,Texas
Sebastian Cheeks,2022,75,210,LB,Evanston Township,Evanston,IL,//247sports.com/Player/sebastian-cheeks-46099187/,0.93,194,15,5,247,Texas
Wesley Bissainthe,2022,73,205,LB,Miami Central,Miami,FL,//247sports.com/Player/wesley-bissainthe-46094637/,0.93,206,16,23,247,Texas
Kobie McKinzie,2022,74,245,LB,Lubbock-Cooper,Lubbock,TX,//247sports.com/Player/kobie-mckinzie-46078975/,0.9,NA,26,42,247,Texas
TJ Dottery,2022,73,220,LB,Montgomery Catholic Preparatory,Montgomery,AL,//247sports.com/Player/tj-dottery-46084527/,0.9,NA,37,13,247,Texas
Robby Snelling,2022,75,200,LB,McQueen,Reno,NV,//247sports.com/Player/robby-snelling-46099892/,0.9,NA,42,7,247,Texas
Martrell Harris Jr.,2022,74,215,LB,The Woodlands,The Woodlands,TX,//247sports.com/Player/martrell-harris-jr-46085586/,0.89,NA,45,53,247,Texas
Jeremy Patton,2022,73,210,LB,Tenaha,Tenaha,TX,//247sports.com/Player/jeremy-patton-46078976/,0.88,NA,62,80,247,Texas
Trevell Johnson,2022,73,200,LB,Martin,Arlington,TX,//247sports.com/Player/trevell-johnson-46097710/,0.87,NA,77,100,247,Texas
Eoghan Kerry,2022,75,225,LB,Mater Dei,Santa Ana,CA,//247sports.com/Player/eoghan-kerry-46103355/,0.86,NA,88,77,247,Texas
Jalon Walker,2022,74,220,EDGE,Salisbury,Salisbury,NC,//247sports.com/Player/jalon-walker-46086135/,0.98,26,3,2,247,Texas
Kip Lewis,2022,73,200,EDGE,Carthage,Carthage,TX,//247sports.com/Player/kip-lewis-46094260/,0.91,236,19,35,247,Texas
Travis Hunter,2022,73,165,CB,Collins Hill,Suwanee,GA,//247sports.com/Player/travis-hunter-46084728/,1,1,1,1,247,Texas
Domani Jackson,2022,73,185,CB,Mater Dei,Santa Ana,CA,//247sports.com/Player/domani-jackson-46057101/,0.98,15,2,1,247,Texas
Denver Harris,2022,73,180,CB,North Shore,Houston,TX,//247sports.com/Player/denver-harris-46081216/,0.97,45,7,8,247,Texas
Terrance Brooks,2022,71,190,CB,Little Elm,Little Elm,TX,//247sports.com/Player/terrance-brooks-46099495/,0.95,82,10,16,247,Texas
Earl Little Jr.,2022,72,175,CB,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/earl-little-jr-46082962/,0.95,84,12,10,247,Texas
Marquis Groves-Killebrew,2022,72,180,CB,North Cobb,Kennesaw,GA,//247sports.com/Player/marquis-groves-killebrew-46083134/,0.94,114,15,12,247,Texas
Jaylon Guilbeau,2022,71,175,CB,Memorial,Port Arthur,TX,//247sports.com/Player/jaylon-guilbeau-46085543/,0.94,128,18,21,247,Texas
Laterrance Welch,2022,73,180,CB,Acadiana,Lafayette,LA,//247sports.com/Player/laterrance-welch-46101177/,0.93,156,22,12,247,Texas
Bobby Taylor,2022,73,180,CB,Katy,Katy,TX,//247sports.com/Player/bobby-taylor-46081751/,0.93,182,25,31,247,Texas
Jyaire Brown,2022,72,178,CB,Lakota West,West Chester,OH,//247sports.com/Player/jyaire-brown-46099473/,0.91,NA,30,11,247,Texas
Isaac Thompson,2022,74,205,CB,St. Louis University,St. Louis,MO,//247sports.com/Player/isaac-thompson-46058605/,0.91,NA,22,5,247,Texas
Maurion Horn,2022,71,175,CB,Broken Arrow,Broken Arrow,OK,//247sports.com/Player/maurion-horn-46084783/,0.9,NA,16,7,247,Texas
Jaeden Gould,2022,74,190,CB,Bergen Catholic,Oradell,NJ,//247sports.com/Player/jaeden-gould-46081131/,0.9,NA,36,3,247,Texas
Austin Jordan,2022,72,190,CB,Ryan,Denton,TX,//247sports.com/Player/austin-jordan-46084718/,0.9,NA,29,50,247,Texas
Champ Lewis,2022,73,170,CB,Warren Easton,New Orleans,LA,//247sports.com/Player/champ-lewis-46113147/,0.86,NA,78,44,247,Texas
Rodney Johnson,2022,71,160,CB,Gadsden City,Gadsden,AL,//247sports.com/Player/rodney-johnson-46114023/,0.86,NA,92,43,247,Texas
Xavier Nwankpa,2022,74,200,S,Southeast Polk,Des Moines,IA,//247sports.com/Player/xavier-nwankpa-46086140/,0.98,25,1,1,247,Texas
Sonny Styles,2022,76,215,S,Pickerington Central,Pickerington,OH,//247sports.com/Player/sonny-styles-46103419/,0.98,27,2,3,247,Texas
Zion Branch,2022,74,195,S,Bishop Gorman,Las Vegas,NV,//247sports.com/Player/zion-branch-46058533/,0.97,58,6,2,247,Texas
Bryce Anderson,2022,72,190,S,West Brook,Beaumont,TX,//247sports.com/Player/bryce-anderson-46058493/,0.96,65,7,11,247,Texas
Jacoby Mathews,2022,74,193,S,Ponchatoula,Ponchatoula,LA,//247sports.com/Player/jacoby-mathews-46082680/,0.96,70,8,4,247,Texas
Kamari Wilson,2022,72,200,S,IMG Academy,Bradenton,FL,//247sports.com/Player/kamari-wilson-46058753/,0.96,74,9,9,247,Texas
BJ Allen Jr.,2022,72,185,S,Aledo,Aledo,TX,//247sports.com/Player/bj-allen-jr-46053225/,0.94,117,11,20,247,Texas
Ephesians Prysock,2022,75,170,S,Bishop Alemany,Mission Hills,CA,//247sports.com/Player/ephesians-prysock-46081223/,0.9,NA,32,23,247,Texas
Jaylin Marshall,2022,75,190,S,Western,Fort Lauderdale,FL,//247sports.com/Player/jaylin-marshall-46080131/,0.88,NA,47,63,247,Texas
Landon Hullaby,2022,72,185,S,Mansfield Timberview,Arlington,TX,//247sports.com/Player/landon-hullaby-46056648/,0.88,NA,52,74,247,Texas
Isaiah Bond,2022,70,175,ATH,Buford,Buford,GA,//247sports.com/Player/isaiah-bond-46097889/,0.97,43,2,6,247,Texas
Barion Brown,2022,73,173,ATH,Pearl-Cohn,Nashville,TN,//247sports.com/Player/barion-brown-46096621/,0.96,68,9,3,247,Texas
Kaden Saunders,2022,70,172,ATH,Westerville South,Westerville,OH,//247sports.com/Player/kaden-saunders-46081196/,0.95,77,12,5,247,Texas
Kendrick Law,2022,71,195,ATH,Captain Shreve,Shreveport,LA,//247sports.com/Player/kendrick-law-46100282/,0.95,86,3,5,247,Texas
Dasan McCullough,2022,77,235,ATH,Bloomington South,Bloomington,IN,//247sports.com/Player/dasan-mccullough-46059433/,0.94,131,12,2,247,Texas
Brenen Thompson,2022,70,165,ATH,Spearman,Spearman,TX,//247sports.com/Player/brenen-thompson-46100208/,0.94,135,22,22,247,Texas
Kamari Ramsey,2022,72,200,ATH,Sierra Canyon,Chatsworth,CA,//247sports.com/Player/kamari-ramsey-46078830/,0.93,176,13,11,247,Texas
Larry Turner-Gooden,2022,72,179,ATH,Bishop Alemany,Mission Hills,CA,//247sports.com/Player/larry-turner-gooden-46056208/,0.9,NA,27,25,247,Texas
Ish Harris,2022,75,195,ATH,Pilot Point,Pilot Point,TX,//247sports.com/Player/ish-harris-46110310/,0.89,NA,46,54,247,Texas
Jarred Kerr,2022,72,185,ATH,Lexington,Lexington,TX,//247sports.com/Player/jarred-kerr-46100583/,0.89,NA,42,62,247,Texas
Anthony Jones,2022,77,242,ATH,Liberty,Henderson,NV,//247sports.com/Player/anthony-jones-46099847/,0.88,NA,33,9,247,Texas
Clint Stephens,2022,73,188,ATH,Inglewood,Inglewood,CA,//247sports.com/Player/clint-stephens-46100888/,0.87,NA,49,58,247,Texas
X'Avion Brice,2022,73,175,ATH,Seguin,Arlington,TX,//247sports.com/Player/xavion-brice-46098247/,0.87,NA,52,104,247,Texas
Robert Gunn,2022,74,165,K,Pinellas Park,Largo,FL,//247sports.com/Player/robert-gunn-46117077/,0.8,NA,3,281,247,Texas
Will Stone,2022,72,175,K,Regents School,Austin,TX,//247sports.com/Player/will-stone-46111578/,0.79,NA,6,298,247,Texas
Lance St. Louis,2022,73,215,LS,Williams Field,Gilbert,AZ,//247sports.com/Player/lance-st-louis-46116918/,0.78,NA,1,62,247,Texas
Gunner Stockton,2022,73,220,QB,Rabun County,Tiger,GA,//247sports.com/Player/gunner-stockton-46059056/,0.94,110,7,11,247,Georgia
Jayden Denegal,2022,76,215,QB,Apple Valley,Apple Valley,CA,//247sports.com/Player/jayden-denegal-46094841/,0.89,NA,19,38,247,Georgia
Tanner Bailey,2022,73,195,QB,Gordo,Gordo,AL,//247sports.com/Player/tanner-bailey-46081988/,0.88,NA,23,21,247,Georgia
MJ Morris,2022,74,190,QB,Carrollton,Carrollton,GA,//247sports.com/Player/mj-morris-46079322/,0.88,NA,24,45,247,Georgia
Nicco Marchiol,2022,74,216,QB,Hamilton,Chandler,AZ,//247sports.com/Player/nicco-marchiol-46084789/,0.88,NA,28,6,247,Georgia
Cade Klubnik,2022,74,186,QB,Westlake,Austin,TX,//247sports.com/Player/cade-klubnik-46056879/,0.98,13,2,3,247,Georgia
Holden Geriner,2022,75,210,QB,Benedictine Military School,Savannah,GA,//247sports.com/Player/holden-geriner-46057321/,0.91,242,14,26,247,Georgia
Chad Mascoe,2022,72,220,QB,Osceola,Kissimmee,FL,//247sports.com/Player/chad-mascoe-46055500/,0.8,NA,169,283,247,Georgia
Ty Simpson,2022,74,200,QB,Westview,Martin,TN,//247sports.com/Player/ty-simpson-46056473/,0.98,29,4,2,247,Georgia
Maalik Murphy,2022,76,225,QB,Junipero Serra,Gardena,CA,//247sports.com/Player/maalik-murphy-46079369/,0.93,197,9,14,247,Georgia
Jacurri Brown,2022,76,205,QB,Lowndes,Valdosta,GA,//247sports.com/Player/jacurri-brown-46085390/,0.91,NA,16,29,247,Georgia
