name,year,height,weight,position,school,city,state,profile_link,score,nat_rank,pos_rank,state_rank,website,school_offer
Handsome Tanielu,2016,74,305,DL,Snow College,Ephraim,UT,//247sports.com/Player/handsome-tanielu-79565/,0.88,37,3,2,247,Texas
Tyrell Chavis,2016,76,320,DL,Nassau C.C.,Garden City,NY,//247sports.com/Player/tyrell-chavis-12289/,0.88,39,4,3,247,Texas
Marcel Southall,2016,74,285,DL,Duncanville,Duncanville,TX,//247sports.com/Player/marcel-southall-81596/,0.87,NA,48,98,247,Texas
Gerald Wilbon,2016,75,311,DL,Destrehan,Destrehan,LA,//247sports.com/Player/gerald-wilbon-58436/,0.86,NA,52,46,247,Texas
McTelvin Agim,2016,74,268,DL,Hope,Hope,AR,//247sports.com/Player/mctelvin-agim-34545/,0.98,31,2,1,247,Texas
Justin Madubuike,2016,74,250,DL,McKinney North,McKinney,TX,//247sports.com/Player/justin-madubuike-35179/,0.95,75,8,8,247,Texas
Shavar Manuel,2016,76,290,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/shavar-manuel-43627/,0.95,86,13,11,247,Texas
Andrew Fitzgerald,2016,77,250,DL,Marcus,Flower Mound,TX,//247sports.com/Player/andrew-fitzgerald-69294/,0.95,97,9,16,247,Texas
Joe Jackson,2016,77,245,DL,Gulliver Prep,Miami,FL,//247sports.com/Player/joe-jackson-35065/,0.94,144,11,22,247,Texas
Isaiah Chambers,2016,75,258,DL,Aldine MacArthur,Houston,TX,//247sports.com/Player/isaiah-chambers-43837/,0.94,155,12,25,247,Texas
Prince Sammons,2016,80,280,DL,Cincinnati Hills Christian Academy,Cincinnati,OH,//247sports.com/Player/prince-sammons-36063/,0.91,NA,14,12,247,Texas
Caleb Roddy,2016,76,275,DL,Denham Springs,Denham Springs,LA,//247sports.com/Player/caleb-roddy-77605/,0.9,NA,15,18,247,Texas
Malcolm Roach,2016,75,255,DL,Madison Prep Academy,Baton Rouge,LA,//247sports.com/Player/malcolm-roach-77608/,0.89,NA,18,23,247,Texas
Dontavious Jackson,2016,74,239,LB,Alief Elsik,Houston,TX,//247sports.com/Player/dontavious-jackson-37374/,0.95,106,4,19,247,Texas
Devin Bush Jr.,2016,71,226,LB,Flanagan,Pembroke Pines,FL,//247sports.com/Player/devin-bush-jr-38410/,0.88,NA,19,62,247,Texas
David Reese,2016,73,235,LB,Farmington,Farmington,MI,//247sports.com/Player/david-reese-36975/,0.87,NA,22,20,247,Texas
Demarco Boyd,2016,71,228,LB,Gilmer,Gilmer,TX,//247sports.com/Player/demarco-boyd-53443/,0.86,NA,27,114,247,Texas
Caleb Kelly,2016,75,215,EDGE,Clovis West,Fresno,CA,//247sports.com/Player/caleb-kelly-51688/,0.95,68,5,9,247,Texas
Erick Fowler,2016,73,226,EDGE,Manor,Manor,TX,//247sports.com/Player/erick-fowler-47655/,0.95,78,7,9,247,Texas
Jeffrey McCulloch,2016,74,230,EDGE,Aldine Davis,Houston,TX,//247sports.com/Player/jeffrey-mcculloch-47648/,0.95,87,8,14,247,Texas
Jordan Carmouche,2016,73,230,EDGE,Manvel,Manvel,TX,//247sports.com/Player/jordan-carmouche-63317/,0.88,NA,31,57,247,Texas
Shemar Smith,2016,73,210,EDGE,Miami Jackson,Miami,FL,//247sports.com/Player/shemar-smith-77787/,0.79,NA,139,257,247,Texas
Kristian Fulton,2016,72,177,CB,Archbishop Rummel,Metairie,LA,//247sports.com/Player/kristian-fulton-32405/,0.98,28,3,3,247,Texas
Lavert Hill,2016,70,172,CB,Martin Luther King,Detroit,MI,//247sports.com/Player/lavert-hill-27161/,0.95,88,6,2,247,Texas
Trayvon Mullen,2016,73,168,CB,Coconut Creek,Pompano Beach,FL,//247sports.com/Player/trayvon-mullen-60781/,0.94,120,12,18,247,Texas
Saivion Smith,2016,73,175,CB,IMG Academy,Bradenton,FL,//247sports.com/Player/saivion-smith-60921/,0.94,122,13,19,247,Texas
Byron Murphy Jr.,2016,70,164,CB,Saguaro,Scottsdale,AZ,//247sports.com/Player/byron-murphy-jr-58712/,0.94,146,14,2,247,Texas
Charles Oliver,2016,74,184,CB,Fairfield,Fairfield,TX,//247sports.com/Player/charles-oliver-79911/,0.94,157,15,26,247,Texas
Grayland Arnold,2016,70,180,CB,Kountze,Kountze,TX,//247sports.com/Player/grayland-arnold-67493/,0.93,184,19,29,247,Texas
Malek Young,2016,69,182,CB,Coconut Creek,Pompano Beach,FL,//247sports.com/Player/malek-young-32303/,0.89,NA,34,48,247,Texas
Jared Mayden,2016,73,190,CB,Sachse,Sachse,TX,//247sports.com/Player/jared-mayden-34557/,0.88,NA,37,58,247,Texas
Parrish Cobb,2016,71,178,CB,La Vega,Waco,TX,//247sports.com/Player/parrish-cobb-75537/,0.88,NA,48,70,247,Texas
Benjie Franklin,2016,72,175,CB,Alief Taylor,Houston,TX,//247sports.com/Player/benjie-franklin-77716/,0.88,NA,49,72,247,Texas
Khalil Ladler,2016,70,168,CB,IMG Academy,Bradenton,FL,//247sports.com/Player/khalil-ladler-28486/,0.87,NA,56,72,247,Texas
Eric Cuffee,2016,71,188,CB,Waco,Waco,TX,//247sports.com/Player/eric-cuffee-47657/,0.87,NA,60,89,247,Texas
Devron Davis,2016,72,210,CB,Merced College,Merced,CA,//247sports.com/Player/devron-davis-82195/,0.87,43,5,8,247,Texas
Obi Eboh,2016,74,190,CB,Southlake Carroll,Southlake,TX,//247sports.com/Player/obi-eboh-53437/,0.86,NA,69,103,247,Texas
Donovan Duvernay,2016,69,177,CB,Sachse,Sachse,TX,//247sports.com/Player/donovan-duvernay-48464/,0.85,NA,77,141,247,Texas
Eric Monroe,2016,72,180,S,North Shore,Houston,TX,//247sports.com/Player/eric-monroe-36794/,0.96,42,1,3,247,Texas
Brandon Jones,2016,71,193,S,Nacogdoches,Nacogdoches,TX,//247sports.com/Player/brandon-jones-36759/,0.96,52,3,5,247,Texas
Deontay Anderson,2016,73,192,S,Manvel,Manvel,TX,//247sports.com/Player/deontay-anderson-23450/,0.95,89,4,15,247,Texas
Devin Studstill,2016,73,180,S,Palm Beach Gardens,Palm Beach Gardens,FL,//247sports.com/Player/devin-studstill-59816/,0.92,241,11,32,247,Texas
DeMarkus Acy,2016,75,180,S,Wilmer-Hutchins,Dallas,TX,//247sports.com/Player/demarkus-acy-79951/,0.88,NA,30,66,247,Texas
Greg Eisworth,2016,71,185,S,South Grand Prairie,Grand Prairie,TX,//247sports.com/Player/greg-eisworth-76932/,0.88,NA,33,73,247,Texas
Chris Brown,2016,71,183,S,Alief Elsik,Houston,TX,//247sports.com/Player/chris-brown-49466/,0.87,NA,48,93,247,Texas
Lil'Jordan Humphrey,2016,77,199,ATH,Southlake Carroll,Southlake,TX,//247sports.com/Player/liljordan-humphrey-76568/,0.87,NA,44,94,247,Texas
Chris Naggar,2016,73,195,P,Arlington,Arlington,TX,//247sports.com/Player/chris-naggar-46097196/,NA,NA,NA,NA,247,Texas
Jacob Eason,2016,77,208,QB,Lake Stevens,Lake Stevens,WA,//247sports.com/Player/jacob-eason-47621/,0.99,4,2,1,247,Georgia
Jake Bentley,2016,75,219,QB,Opelika,Opelika,AL,//247sports.com/Player/jake-bentley-32264/,0.93,199,10,5,247,Georgia
Feleipe Franks,2016,77,210,QB,Wakulla,Crawfordville,FL,//247sports.com/Player/feleipe-franks-26082/,0.95,77,6,9,247,Georgia
Tavien Feaster,2016,71,196,RB,Spartanburg,Spartanburg,SC,//247sports.com/Player/tavien-feaster-35481/,0.98,14,1,1,247,Georgia
Demario McCall,2016,69,171,RB,North Ridgeville,North Ridgeville,OH,//247sports.com/Player/demario-mccall-36189/,0.96,57,2,3,247,Georgia
B.J. Emmons,2016,70,232,RB,Freedom,Morganton,NC,//247sports.com/Player/bj-emmons-69969/,0.95,98,2,4,247,Georgia
Devwah Whaley,2016,72,209,RB,Beaumont Central,Beaumont,TX,//247sports.com/Player/devwah-whaley-33409/,0.94,125,3,21,247,Georgia
D'Vaughn Pennamon,2016,71,220,RB,Manvel,Manvel,TX,//247sports.com/Player/dvaughn-pennamon-63313/,0.92,207,5,32,247,Georgia
Antonio Williams,2016,71,210,RB,North Stanly,New London,NC,//247sports.com/Player/antonio-williams-23913/,0.92,214,7,7,247,Georgia
Elijah Holyfield,2016,70,204,RB,Woodward Academy,Atlanta,GA,//247sports.com/Player/elijah-holyfield-33919/,0.9,NA,9,25,247,Georgia
Abdul Adams,2016,71,205,RB,Hillside,Durham,NC,//247sports.com/Player/abdul-adams-56325/,0.89,NA,16,14,247,Georgia
Amir Rasul,2016,70,200,RB,Coral Gables Senior,Miami,FL,//247sports.com/Player/amir-rasul-75878/,0.88,NA,29,64,247,Georgia
Carlin Fils-aime,2016,71,180,RB,Naples,Naples,FL,//247sports.com/Player/carlin-fils-aime-42660/,0.88,NA,30,67,247,Georgia
Brian Herrien,2016,72,200,RB,New Manchester,Douglasville,GA,//247sports.com/Player/brian-herrien-90562/,0.88,NA,31,48,247,Georgia
JaQua Daniels,2016,73,220,RB,Clarke Central,Athens,GA,//247sports.com/Player/jaqua-daniels-55662/,0.86,NA,48,66,247,Georgia
Kam Martin,2016,70,178,RB,Memorial,Port Arthur,TX,//247sports.com/Player/kam-martin-19566/,0.87,NA,9,79,247,Georgia
McArthur Burnett,2016,70,175,RB,Pahokee,Pahokee,FL,//247sports.com/Player/mcarthur-burnett-36989/,0.87,NA,12,85,247,Georgia
Jalin Buie,2016,68,175,RB,Trinity Christian Academy,Jacksonville,FL,//247sports.com/Player/jalin-buie-23284/,0.86,NA,15,101,247,Georgia
Tyrie Cleveland,2016,74,189,WR,Westfield,Houston,TX,//247sports.com/Player/tyrie-cleveland-43042/,0.96,45,4,4,247,Georgia
Tyler Vaughns,2016,73,177,WR,Bishop Amat,La Puente,CA,//247sports.com/Player/tyler-vaughns-49713/,0.96,56,7,8,247,Georgia
Binjimen Victor,2016,76,180,WR,Coconut Creek,Pompano Beach,FL,//247sports.com/Player/binjimen-victor-37223/,0.95,80,10,10,247,Georgia
Quartney Davis,2016,74,181,WR,Langham Creek,Houston,TX,//247sports.com/Player/quartney-davis-78397/,0.94,110,11,20,247,Georgia
Ahmmon Richards,2016,73,171,WR,Wellington,Wellington,FL,//247sports.com/Player/ahmmon-richards-37051/,0.94,113,13,13,247,Georgia
Donnie Corley,2016,74,185,WR,Martin Luther King,Detroit,MI,//247sports.com/Player/donnie-corley-35389/,0.94,115,14,3,247,Georgia
Nate Craig-Myers,2016,74,205,WR,Tampa Catholic,Tampa,FL,//247sports.com/Player/nate-craig-myers-24834/,0.94,118,16,16,247,Georgia
Bryan Edwards,2016,75,208,WR,Conway,Conway,SC,//247sports.com/Player/bryan-edwards-27472/,0.94,121,17,4,247,Georgia
Josh Imatorbhebhe,2016,74,205,WR,North Gwinnett,Suwanee,GA,//247sports.com/Player/josh-imatorbhebhe-25522/,0.94,123,18,13,247,Georgia
Keith Gavin,2016,75,219,WR,Wakulla,Crawfordville,FL,//247sports.com/Player/keith-gavin-23285/,0.94,152,27,23,247,Georgia
Freddie Swain,2016,73,188,WR,North Marion,Citra,FL,//247sports.com/Player/freddie-swain-38585/,0.93,162,30,24,247,Georgia
Klyde Chriss,2016,72,170,WR,Warren Easton,New Orleans,LA,//247sports.com/Player/klyde-chriss-35398/,0.93,187,34,12,247,Georgia
Joshua Hammond,2016,72,180,WR,Hallandale,Hallandale,FL,//247sports.com/Player/joshua-hammond-38118/,0.92,235,41,31,247,Georgia
Eli Stove,2016,73,178,WR,Niceville,Niceville,FL,//247sports.com/Player/eli-stove-31497/,0.91,NA,49,38,247,Georgia
Javon Wims,2016,76,215,WR,Hinds C.C.,Raymond,MS,//247sports.com/Player/javon-wims-85887/,0.91,9,3,1,247,Georgia
Derrick Willies,2016,76,205,WR,Trinity Valley C.C.,Athens,TX,//247sports.com/Player/derrick-willies-19696/,0.91,11,4,3,247,Georgia
Steven Smothers,2016,70,152,WR,Franklin,Reisterstown,MD,//247sports.com/Player/steven-smothers-31150/,0.9,NA,52,9,247,Georgia
Brandon Johnson,2016,75,175,WR,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/brandon-johnson-35533/,0.9,NA,53,39,247,Georgia
Riley Ridley,2016,73,198,WR,Deerfield Beach,Deerfield Beach,FL,//247sports.com/Player/riley-ridley-57395/,0.89,NA,60,44,247,Georgia
Tre Nixon,2016,73,170,WR,Viera,Melbourne,FL,//247sports.com/Player/tre-nixon-58441/,0.89,NA,61,45,247,Georgia
Keyshawn Pie Young,2016,71,175,WR,Miami Senior,Miami,FL,//247sports.com/Player/keyshawn-pie-young-35712/,0.89,NA,64,53,247,Georgia
Dionte Mullins,2016,70,179,WR,Gulliver Prep,Miami,FL,//247sports.com/Player/dionte-mullins-28941/,0.88,NA,65,54,247,Georgia
Eddie McDoom,2016,71,170,WR,West Orange,Winter Garden,FL,//247sports.com/Player/eddie-mcdoom-63308/,0.88,NA,68,57,247,Georgia
Jair Hawkins-Anderson,2016,73,185,WR,Northview,Duluth,GA,//247sports.com/Player/jair-hawkins-anderson-55379/,0.88,NA,72,32,247,Georgia
Mykel Jones,2016,72,180,WR,Patterson,Patterson,LA,//247sports.com/Player/mykel-jones-23476/,0.88,NA,73,27,247,Georgia
Parnell Motley,2016,73,180,WR,Woodson H.D.,Washington,DC,//247sports.com/Player/parnell-motley-36521/,0.88,NA,75,5,247,Georgia
Randrecous Davis,2016,70,169,WR,Mays,Atlanta,GA,//247sports.com/Player/randrecous-davis-50989/,0.88,NA,78,44,247,Georgia
Velus Jones Jr.,2016,71,180,WR,Saraland,Saraland,AL,//247sports.com/Player/velus-jones-jr-79333/,0.87,NA,88,21,247,Georgia
Tyler Simmons,2016,71,194,WR,McEachern,Powder Springs,GA,//247sports.com/Player/tyler-simmons-69560/,0.87,NA,89,50,247,Georgia
Darnell Salomon,2016,75,210,WR,Miami Central,Miami,FL,//247sports.com/Player/darnell-salomon-24070/,0.87,NA,93,77,247,Georgia
Darion Anderson,2016,73,170,WR,Houston County,Warner Robins,GA,//247sports.com/Player/darion-anderson-77069/,0.87,NA,95,53,247,Georgia
Grant Holloway,2016,74,190,WR,Grassfield,Chesapeake,VA,//247sports.com/Player/grant-holloway-51684/,0.87,NA,103,22,247,Georgia
Michael Irvin II,2016,75,220,WR,St. Thomas Aquinas,Fort Lauderdale,FL,//247sports.com/Player/michael-irvin-ii-24401/,0.86,NA,35,99,247,Georgia
Davion Curtis,2016,71,180,WR,Temple,Temple,TX,//247sports.com/Player/davion-curtis-79953/,0.84,NA,180,158,247,Georgia
Isaac Nauta,2016,75,244,TE,IMG Academy,Bradenton,FL,//247sports.com/Player/isaac-nauta-26511/,0.96,40,1,4,247,Georgia
Kaden Smith,2016,77,235,TE,Marcus,Flower Mound,TX,//247sports.com/Player/kaden-smith-23127/,0.95,83,2,12,247,Georgia
Cary Angeline,2016,79,230,TE,Downingtown East,Exton,PA,//247sports.com/Player/cary-angeline-36776/,0.93,177,4,4,247,Georgia
Jake Hausmann,2016,76,230,TE,Archbishop Moeller,Cincinnati,OH,//247sports.com/Player/jake-hausmann-36698/,0.92,217,7,10,247,Georgia
Nick Eubanks,2016,78,230,TE,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/nick-eubanks-76239/,0.91,NA,11,36,247,Georgia
Jacob Mathis,2016,75,223,TE,Berkeley Prep,Tampa,FL,//247sports.com/Player/jacob-mathis-56176/,0.87,NA,25,73,247,Georgia
Garrett Walston,2016,76,225,TE,New Hanover,Wilmington,NC,//247sports.com/Player/garrett-walston-79551/,0.86,NA,38,35,247,Georgia
Thaddeus Moss,2016,75,240,TE,Mallard Creek,Charlotte,NC,//247sports.com/Player/thaddeus-moss-36504/,0.85,NA,44,40,247,Georgia
Greg Little,2016,77,305,OT,Allen,Allen,TX,//247sports.com/Player/greg-little-35283/,0.98,5,1,1,247,Georgia
Tommy Kraemer,2016,77,309,OT,Elder,Cincinnati,OH,//247sports.com/Player/tommy-kraemer-35814/,0.98,8,2,1,247,Georgia
Ben Cleveland,2016,78,319,OT,Stephens County,Toccoa,GA,//247sports.com/Player/ben-cleveland-26703/,0.98,15,4,2,247,Georgia
Landon Dickerson,2016,77,300,OT,South Caldwell,Hudson,NC,//247sports.com/Player/landon-dickerson-76786/,0.98,17,5,2,247,Georgia
Jonah Williams,2016,77,280,OT,Folsom,Folsom,CA,//247sports.com/Player/jonah-williams-58867/,0.98,24,6,3,247,Georgia
Michal Menet,2016,77,283,OT,Exeter Township,Reading,PA,//247sports.com/Player/michal-menet-33514/,0.98,26,1,1,247,Georgia
John Simpson,2016,76,290,OT,Fort Dorchester,North Charleston,SC,//247sports.com/Player/john-simpson-75843/,0.96,43,3,2,247,Georgia
E.J. Price,2016,78,311,OT,Archer,Lawrenceville,GA,//247sports.com/Player/ej-price-35488/,0.95,69,9,10,247,Georgia
