name,year,height,weight,position,school,city,state,profile_link,score,nat_rank,pos_rank,state_rank,website,school_offer
Malik Barrow,2016,75,270,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/malik-barrow-48877/,0.95,63,8,6,247,Georgia Tech
Shaq Smith,2016,75,239,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/shaq-smith-21501/,0.94,119,5,17,247,Georgia Tech
Joe Jackson,2016,77,245,DL,Gulliver Prep,Miami,FL,//247sports.com/Player/joe-jackson-35065/,0.94,144,11,22,247,Georgia Tech
Devery Hamilton,2016,78,290,DL,Gilman,Baltimore,MD,//247sports.com/Player/devery-hamilton-36694/,0.92,230,23,8,247,Georgia Tech
Landon Rice,2016,77,250,DL,Calhoun,Calhoun,GA,//247sports.com/Player/landon-rice-30767/,0.91,NA,12,23,247,Georgia Tech
Jachai Polite,2016,75,250,DL,Mainland,Daytona Beach,FL,//247sports.com/Player/jachai-polite-65571/,0.87,NA,28,71,247,Georgia Tech
Jordan Woods,2016,76,255,DL,North Marion,Citra,FL,//247sports.com/Player/jordan-woods-24280/,0.86,NA,36,102,247,Georgia Tech
Malik Walker,2016,73,260,DL,Macon County,Montezuma,GA,//247sports.com/Player/malik-walker-42233/,0.85,NA,45,94,247,Georgia Tech
Chris Martin,2016,74,260,DL,Grayson,Loganville,GA,//247sports.com/Player/chris-martin-55651/,0.84,NA,57,111,247,Georgia Tech
Cecil Stallings,2016,77,253,DL,Tucker,Tucker,GA,//247sports.com/Player/cecil-stallings-27098/,0.83,NA,71,130,247,Georgia Tech
Jahaziel Lee,2016,75,245,DL,Ponchatoula,Ponchatoula,LA,//247sports.com/Player/jahaziel-lee-84657/,0.77,NA,117,125,247,Georgia Tech
Tre Lamar,2016,76,240,LB,Roswell,Roswell,GA,//247sports.com/Player/tre-lamar-37172/,0.97,37,2,5,247,Georgia Tech
Shaquille Quarterman,2016,72,233,LB,Oakleaf,Orange Park,FL,//247sports.com/Player/shaquille-quarterman-29336/,0.93,165,7,25,247,Georgia Tech
Michael Pinckney,2016,73,215,LB,Raines,Jacksonville,FL,//247sports.com/Player/michael-pinckney-71770/,0.89,NA,12,49,247,Georgia Tech
Tobias Little,2016,72,234,LB,Mays,Atlanta,GA,//247sports.com/Player/tobias-little-44475/,0.85,NA,35,83,247,Georgia Tech
Kenneth Ruff,2016,73,240,LB,Dillard,Fort Lauderdale,FL,//247sports.com/Player/kenneth-ruff-63479/,0.85,NA,37,133,247,Georgia Tech
Jonathan Jones,2016,72,225,EDGE,Oak Ridge,Orlando,FL,//247sports.com/Player/jonathan-jones-61734/,0.92,222,18,30,247,Georgia Tech
Emanuel Bridges,2016,74,215,EDGE,Newnan,Newnan,GA,//247sports.com/Player/emanuel-bridges-57916/,0.88,NA,40,39,247,Georgia Tech
Jonathan Smith,2016,73,220,EDGE,Scotland County,Laurinburg,NC,//247sports.com/Player/jonathan-smith-77463/,0.88,NA,20,19,247,Georgia Tech
Jakob Brashear,2016,72,205,EDGE,Dacula,Dacula,GA,//247sports.com/Player/jakob-brashear-78130/,0.86,NA,55,64,247,Georgia Tech
Collin Miller,2016,75,225,EDGE,Hamilton Southeastern,Fishers,IN,//247sports.com/Player/collin-miller-35658/,0.85,NA,64,15,247,Georgia Tech
Dominique Ross,2016,75,210,EDGE,Trinity Christian Academy,Jacksonville,FL,//247sports.com/Player/dominique-ross-75682/,0.84,NA,85,150,247,Georgia Tech
Levonta Taylor,2016,71,182,CB,Ocean Lakes,Virginia Beach,VA,//247sports.com/Player/levonta-taylor-34178/,0.98,11,1,1,247,Georgia Tech
Mecole Hardman,2016,70,169,CB,Elbert County,Elberton,GA,//247sports.com/Player/mecole-hardman-33686/,0.98,27,1,4,247,Georgia Tech
Troy Pride Jr.,2016,72,175,CB,Greer,Greer,SC,//247sports.com/Player/troy-pride-jr-78036/,0.95,95,7,3,247,Georgia Tech
Carlos Becker,2016,74,185,CB,Osceola,Kissimmee,FL,//247sports.com/Player/carlos-becker-78692/,0.94,114,11,14,247,Georgia Tech
Dylan Singleton,2016,71,180,CB,Archer,Lawrenceville,GA,//247sports.com/Player/dylan-singleton-35840/,0.93,191,7,18,247,Georgia Tech
Hussein Howe,2016,69,175,CB,University Christian,Jacksonville,FL,//247sports.com/Player/hussein-howe-27317/,0.88,NA,38,55,247,Georgia Tech
Chad Clay,2016,72,180,CB,Peachtree Ridge,Suwanee,GA,//247sports.com/Player/chad-clay-34618/,0.88,NA,43,36,247,Georgia Tech
Nygel Edmonds,2016,71,181,CB,McCallie School,Chattanooga,TN,//247sports.com/Player/nygel-edmonds-42130/,0.87,NA,52,16,247,Georgia Tech
Khalil Ladler,2016,70,168,CB,IMG Academy,Bradenton,FL,//247sports.com/Player/khalil-ladler-28486/,0.87,NA,56,72,247,Georgia Tech
Baylen Buchanan,2016,71,186,CB,Peachtree Ridge,Suwanee,GA,//247sports.com/Player/baylen-buchanan-69954/,0.86,NA,72,67,247,Georgia Tech
Nick McCloud,2016,73,175,CB,South Pointe,Rock Hill,SC,//247sports.com/Player/nick-mccloud-76966/,0.85,NA,93,20,247,Georgia Tech
Ronnie Blackmon,2016,70,174,CB,Westlake,Atlanta,GA,//247sports.com/Player/ronnie-blackmon-19563/,0.84,NA,85,100,247,Georgia Tech
Ke'Shan Pennamon,2016,70,170,CB,West Nassau County,Callahan,FL,//247sports.com/Player/keshan-pennamon-61742/,0.83,NA,132,203,247,Georgia Tech
Ajani Kerr,2016,72,183,CB,McEachern,Powder Springs,GA,//247sports.com/Player/ajani-kerr-88187/,0.79,NA,196,186,247,Georgia Tech
Ikenna Okeke,2016,74,200,S,Smyrna,Smyrna,TN,//247sports.com/Player/ikenna-okeke-75513/,0.89,NA,19,10,247,Georgia Tech
Thomas Jones,2016,74,190,S,Laurens District 55,Laurens,SC,//247sports.com/Player/thomas-jones-80264/,0.88,NA,24,8,247,Georgia Tech
Brittain Brown,2016,73,200,S,Cherokee,Canton,GA,//247sports.com/Player/brittain-brown-55660/,0.88,NA,24,37,247,Georgia Tech
Marlon Character Jr.,2016,72,170,S,Grady,Atlanta,GA,//247sports.com/Player/marlon-character-jr-59141/,0.88,NA,28,38,247,Georgia Tech
Romeo Finley,2016,73,200,S,Niceville,Niceville,FL,//247sports.com/Player/romeo-finley-33959/,0.87,NA,39,75,247,Georgia Tech
Daniel Thomas,2016,72,190,S,Percy L. Julian,Montgomery,AL,//247sports.com/Player/daniel-thomas-83836/,0.87,NA,40,24,247,Georgia Tech
Jarett Cole,2016,70,180,S,Norcross,Norcross,GA,//247sports.com/Player/jarett-cole-76870/,0.86,NA,56,65,247,Georgia Tech
BJ Edmonds,2016,72,200,S,St. Paul's Episcopal,Mobile,AL,//247sports.com/Player/bj-edmonds-82598/,0.83,NA,104,53,247,Georgia Tech
Anthony Womack,2016,71,195,S,Ocean Lakes,Virginia Beach,VA,//247sports.com/Player/anthony-womack-36117/,0.8,NA,131,60,247,Georgia Tech
Garrett Rigby,2016,71,181,S,Tucker,Tucker,GA,//247sports.com/Player/garrett-rigby-82927/,NA,NA,NA,NA,247,Georgia Tech
Demetris Robertson,2016,71,175,ATH,Savannah Christian Prep,Savannah,GA,//247sports.com/Player/demetris-robertson-29981/,0.98,16,1,3,247,Georgia Tech
Marquez Callaway,2016,74,185,ATH,Warner Robins,Warner Robins,GA,//247sports.com/Player/marquez-callaway-37269/,0.94,132,6,14,247,Georgia Tech
Robbie Robinson,2016,68,160,ATH,DeMatha Catholic,Hyattsville,MD,//247sports.com/Player/robbie-robinson-32197/,0.89,NA,25,11,247,Georgia Tech
Tyrique McGhee,2016,71,177,ATH,Peach County,Fort Valley,GA,//247sports.com/Player/tyrique-mcghee-69304/,0.88,NA,46,45,247,Georgia Tech
Elijah Deveaux,2016,73,210,ATH,Charlotte Christian,Charlotte,NC,//247sports.com/Player/elijah-deveaux-23881/,0.87,NA,43,27,247,Georgia Tech
Henry Miller,2016,75,195,ATH,Gateway,Kissimmee,FL,//247sports.com/Player/henry-miller-58275/,0.87,NA,45,82,247,Georgia Tech
Jordan Mack,2016,74,182,ATH,Wesleyan School,Norcross,GA,//247sports.com/Player/jordan-mack-34398/,0.86,NA,58,68,247,Georgia Tech
Moe Neal,2016,71,160,ATH,Forestview,Gastonia,NC,//247sports.com/Player/moe-neal-26137/,0.86,NA,61,36,247,Georgia Tech
Jon Randall Belton,2016,75,200,ATH,West Monroe,West Monroe,LA,//247sports.com/Player/jon-randall-belton-28054/,0.85,NA,34,49,247,Georgia Tech
Josh White,2016,77,230,ATH,Walton,Marietta,GA,//247sports.com/Player/josh-white-34767/,0.85,NA,70,86,247,Georgia Tech
Xavier Gantt,2016,69,165,ATH,Buford,Buford,GA,//247sports.com/Player/xavier-gantt-68836/,0.85,NA,74,88,247,Georgia Tech
TaDarryl Marshall,2016,72,180,ATH,Leeds,Leeds,AL,//247sports.com/Player/tadarryl-marshall-53797/,0.84,NA,83,40,247,Georgia Tech
Deshaunte Jones,2016,70,170,ATH,Colerain,Cincinnati,OH,//247sports.com/Player/deshaunte-jones-79571/,0.84,NA,87,53,247,Georgia Tech
Jay Jones,2016,73,190,ATH,McAdory,McCalla,AL,//247sports.com/Player/jay-jones-79834/,0.82,NA,110,64,247,Georgia Tech
Malik Staples,2016,73,205,ATH,Peachtree Ridge,Suwanee,GA,//247sports.com/Player/malik-staples-32896/,0.82,NA,112,138,247,Georgia Tech
Shea Patterson,2016,73,192,QB,IMG Academy,Bradenton,FL,//247sports.com/Player/shea-patterson-27311/,0.99,3,1,1,247,Clemson
Dwayne Haskins,2016,75,198,QB,The Bullis School,Potomac,MD,//247sports.com/Player/dwayne-haskins-54144/,0.95,62,5,2,247,Clemson
Jarrett Guarantano,2016,76,201,QB,Bergen Catholic,Oradell,NJ,//247sports.com/Player/jarrett-guarantano-23846/,0.93,193,4,3,247,Clemson
Austin Kendall,2016,74,210,QB,Cuthbertson,Waxhaw,NC,//247sports.com/Player/austin-kendall-33057/,0.88,NA,17,18,247,Clemson
Brennen Wooten,2016,73,191,QB,Central,San Angelo,TX,//247sports.com/Player/brennen-wooten-34620/,0.86,NA,30,104,247,Clemson
Bowman Sells,2016,75,200,QB,Lovejoy,Lucas,TX,//247sports.com/Player/bowman-sells-28095/,0.85,NA,39,138,247,Clemson
Rex Culpepper,2016,75,225,QB,Plant,Tampa,FL,//247sports.com/Player/rex-culpepper-35807/,0.84,NA,44,145,247,Clemson
Feleipe Franks,2016,77,210,QB,Wakulla,Crawfordville,FL,//247sports.com/Player/feleipe-franks-26082/,0.95,77,6,9,247,Clemson
Brandon McIlwain,2016,72,200,QB,Council Rock North,Newtown,PA,//247sports.com/Player/brandon-mcilwain-26716/,0.94,156,2,3,247,Clemson
Jawon Pass,2016,76,209,QB,Carver,Columbus,GA,//247sports.com/Player/jawon-pass-33473/,0.93,161,3,15,247,Clemson
Jake Bentley,2016,75,219,QB,Opelika,Opelika,AL,//247sports.com/Player/jake-bentley-32264/,0.93,199,10,5,247,Clemson
Zerrick Cooper,2016,76,206,QB,Jonesboro,Jonesboro,GA,//247sports.com/Player/zerrick-cooper-51912/,0.9,NA,7,26,247,Clemson
Chazz Surratt,2016,75,210,QB,East Lincoln,Denver,NC,//247sports.com/Player/chazz-surratt-37988/,0.89,NA,9,13,247,Clemson
Avery McCall,2016,73,195,QB,Dillon,Dillon,SC,//247sports.com/Player/avery-mccall-27319/,0.86,NA,18,14,247,Clemson
Xavier Gaines,2016,74,200,QB,Lake Wales,Lake Wales,FL,//247sports.com/Player/xavier-gaines-27915/,0.84,NA,29,148,247,Clemson
Tavien Feaster,2016,71,196,RB,Spartanburg,Spartanburg,SC,//247sports.com/Player/tavien-feaster-35481/,0.98,14,1,1,247,Clemson
Antonio Williams,2016,71,210,RB,North Stanly,New London,NC,//247sports.com/Player/antonio-williams-23913/,0.92,214,7,7,247,Clemson
Kareem Walker,2016,73,210,RB,De Paul Catholic,Wayne,NJ,//247sports.com/Player/kareem-walker-37417/,0.9,NA,12,9,247,Clemson
Kam Martin,2016,70,178,RB,Memorial,Port Arthur,TX,//247sports.com/Player/kam-martin-19566/,0.87,NA,9,79,247,Clemson
Mecole Hardman,2016,70,169,WR,Elbert County,Elberton,GA,//247sports.com/Player/mecole-hardman-33686/,0.98,27,1,4,247,Clemson
Simi Fehoko,2016,75,182,WR,Brighton,Salt Lake City,UT,//247sports.com/Player/simi-fehoko-69283/,0.95,61,8,2,247,Clemson
Devin Duvernay,2016,71,195,WR,Sachse,Sachse,TX,//247sports.com/Player/devin-duvernay-38723/,0.95,72,9,7,247,Clemson
Binjimen Victor,2016,76,180,WR,Coconut Creek,Pompano Beach,FL,//247sports.com/Player/binjimen-victor-37223/,0.95,80,10,10,247,Clemson
Nate Craig-Myers,2016,74,205,WR,Tampa Catholic,Tampa,FL,//247sports.com/Player/nate-craig-myers-24834/,0.94,118,16,16,247,Clemson
Keith Gavin,2016,75,219,WR,Wakulla,Crawfordville,FL,//247sports.com/Player/keith-gavin-23285/,0.94,152,27,23,247,Clemson
Freddie Swain,2016,73,188,WR,North Marion,Citra,FL,//247sports.com/Player/freddie-swain-38585/,0.93,162,30,24,247,Clemson
Sam Bruce,2016,68,180,WR,St. Thomas Aquinas,Fort Lauderdale,FL,//247sports.com/Player/sam-bruce-23288/,0.93,166,31,26,247,Clemson
Klyde Chriss,2016,72,170,WR,Warren Easton,New Orleans,LA,//247sports.com/Player/klyde-chriss-35398/,0.93,187,34,12,247,Clemson
Diondre Overton,2016,77,200,WR,Page,Greensboro,NC,//247sports.com/Player/diondre-overton-77842/,0.93,196,35,6,247,Clemson
Stephen Sullivan,2016,77,230,WR,Donaldsonville,Donaldsonville,LA,//247sports.com/Player/stephen-sullivan-33698/,0.92,204,38,13,247,Clemson
Cornell Powell,2016,74,200,WR,J.H. Rose,Greenville,NC,//247sports.com/Player/cornell-powell-36471/,0.92,226,40,8,247,Clemson
Charlie Woerner,2016,77,230,WR,Rabun County,Tiger,GA,//247sports.com/Player/charlie-woerner-31943/,0.92,238,42,20,247,Clemson
Eli Stove,2016,73,178,WR,Niceville,Niceville,FL,//247sports.com/Player/eli-stove-31497/,0.91,NA,49,38,247,Clemson
Brandon Johnson,2016,75,175,WR,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/brandon-johnson-35533/,0.9,NA,53,39,247,Clemson
Drake Davis,2016,76,215,WR,IMG Academy,Bradenton,FL,//247sports.com/Player/drake-davis-37743/,0.9,NA,59,42,247,Clemson
Keyshawn Pie Young,2016,71,175,WR,Miami Senior,Miami,FL,//247sports.com/Player/keyshawn-pie-young-35712/,0.89,NA,64,53,247,Clemson
Dionte Mullins,2016,70,179,WR,Gulliver Prep,Miami,FL,//247sports.com/Player/dionte-mullins-28941/,0.88,NA,65,54,247,Clemson
Eddie McDoom,2016,71,170,WR,West Orange,Winter Garden,FL,//247sports.com/Player/eddie-mcdoom-63308/,0.88,NA,68,57,247,Clemson
Parnell Motley,2016,73,180,WR,Woodson H.D.,Washington,DC,//247sports.com/Player/parnell-motley-36521/,0.88,NA,75,5,247,Clemson
Larry Collins,2016,75,195,WR,Lower Richland,Hopkins,SC,//247sports.com/Player/larry-collins-68930/,0.88,NA,79,10,247,Clemson
Myles Dorn,2016,74,195,WR,Chambers,Charlotte,NC,//247sports.com/Player/myles-dorn-77449/,0.88,NA,83,22,247,Clemson
Darnell Salomon,2016,75,210,WR,Miami Central,Miami,FL,//247sports.com/Player/darnell-salomon-24070/,0.87,NA,93,77,247,Clemson
Reggie Hemphill-Mapps,2016,73,172,WR,Manvel,Manvel,TX,//247sports.com/Player/reggie-hemphill-mapps-23451/,0.87,NA,97,88,247,Clemson
Grant Holloway,2016,74,190,WR,Grassfield,Chesapeake,VA,//247sports.com/Player/grant-holloway-51684/,0.87,NA,103,22,247,Clemson
Divine Deablo,2016,75,180,WR,Mount Tabor,Winston Salem,NC,//247sports.com/Player/divine-deablo-36472/,0.86,NA,122,33,247,Clemson
Freddie Pinder,2016,77,195,WR,Miami Southridge,Miami,FL,//247sports.com/Player/freddie-pinder-58525/,0.86,NA,125,110,247,Clemson
Isaac Nauta,2016,75,244,TE,IMG Academy,Bradenton,FL,//247sports.com/Player/isaac-nauta-26511/,0.96,40,1,4,247,Clemson
Kaden Smith,2016,77,235,TE,Marcus,Flower Mound,TX,//247sports.com/Player/kaden-smith-23127/,0.95,83,2,12,247,Clemson
J.C. Chalk,2016,76,240,TE,Argyle,Argyle,TX,//247sports.com/Player/jc-chalk-57706/,0.87,NA,26,90,247,Clemson
Greg Little,2016,77,305,OT,Allen,Allen,TX,//247sports.com/Player/greg-little-35283/,0.98,5,1,1,247,Clemson
Ben Cleveland,2016,78,319,OT,Stephens County,Toccoa,GA,//247sports.com/Player/ben-cleveland-26703/,0.98,15,4,2,247,Clemson
Landon Dickerson,2016,77,300,OT,South Caldwell,Hudson,NC,//247sports.com/Player/landon-dickerson-76786/,0.98,17,5,2,247,Clemson
John Simpson,2016,76,290,OT,Fort Dorchester,North Charleston,SC,//247sports.com/Player/john-simpson-75843/,0.96,43,3,2,247,Clemson
E.J. Price,2016,78,311,OT,Archer,Lawrenceville,GA,//247sports.com/Player/ej-price-35488/,0.95,69,9,10,247,Clemson
Clark Yarbrough,2016,77,270,OT,Woodberry Forest,Woodberry Forest,VA,//247sports.com/Player/clark-yarbrough-47207/,0.93,171,18,3,247,Clemson
Austin Myers,2016,77,295,OT,Manvel,Manvel,TX,//247sports.com/Player/austin-myers-63310/,0.93,195,20,31,247,Clemson
Devery Hamilton,2016,78,290,OT,Gilman,Baltimore,MD,//247sports.com/Player/devery-hamilton-36694/,0.92,230,23,8,247,Clemson
Jauan Williams,2016,79,303,OT,Archbishop Carroll,Washington,DC,//247sports.com/Player/jauan-williams-36526/,0.91,NA,28,3,247,Clemson
Ryan Johnson,2016,78,290,OT,Brentwood Academy,Brentwood,TN,//247sports.com/Player/ryan-johnson-33274/,0.91,NA,29,7,247,Clemson
Bryce Mathews,2016,77,280,OT,Brentwood Academy,Brentwood,TN,//247sports.com/Player/bryce-mathews-33273/,0.91,NA,30,8,247,Clemson
Will Fries,2016,79,285,OT,Cranford Sr,Cranford,NJ,//247sports.com/Player/will-fries-77262/,0.89,NA,34,10,247,Clemson
Javon Kinlaw,2016,77,276,OT,Goose Creek,Goose Creek,SC,//247sports.com/Player/javon-kinlaw-36280/,0.88,NA,37,9,247,Clemson
Jay Jay McCargo,2016,76,290,OT,Bishop O'Connell,Arlington,VA,//247sports.com/Player/jay-jay-mccargo-74153/,0.88,NA,43,16,247,Clemson
JP Urquidez,2016,77,300,OT,Copperas Cove,Copperas Cove,TX,//247sports.com/Player/jp-urquidez-35185/,0.87,NA,49,78,247,Clemson
Luke Elder,2016,77,285,OT,LaGrange,Lagrange,GA,//247sports.com/Player/luke-elder-77324/,0.87,NA,52,51,247,Clemson
Jack DeFoor,2016,77,260,OT,Calhoun,Calhoun,GA,//247sports.com/Player/jack-defoor-31836/,0.86,NA,76,69,247,Clemson
Chandler Reeves,2016,78,255,OT,Eagle's Landing Christian,Mcdonough,GA,//247sports.com/Player/chandler-reeves-83054/,0.86,NA,81,77,247,Clemson
Jawaan Taylor,2016,77,330,OT,Cocoa,Cocoa,FL,//247sports.com/Player/jawaan-taylor-62804/,0.84,NA,58,152,247,Clemson
Cade Stewart,2016,76,280,OT,D W Daniel,Central,SC,//247sports.com/Player/cade-stewart-76955/,0.83,NA,122,25,247,Clemson
Sean Pollard,2016,78,305,IOL,Pinecrest,Southern Pines,NC,//247sports.com/Player/sean-pollard-37082/,0.92,242,24,9,247,Clemson
Parker Boudreaux,2016,76,287,IOL,Bishop Moore Catholic,Orlando,FL,//247sports.com/Player/parker-boudreaux-42650/,0.92,NA,13,34,247,Clemson
Richard Merritt,2016,77,345,IOL,Archbishop Carroll,Washington,DC,//247sports.com/Player/richard-merritt-27506/,0.9,NA,18,4,247,Clemson
Tremayne Anchrum,2016,75,268,IOL,McEachern,Powder Springs,GA,//247sports.com/Player/tremayne-anchrum-35454/,0.89,NA,22,30,247,Clemson
Tyler Pritchett,2016,75,295,IOL,Auburn,Auburn,AL,//247sports.com/Player/tyler-pritchett-31109/,0.85,NA,44,35,247,Clemson
Nick Bosa,2016,76,265,DL,St. Thomas Aquinas,Fort Lauderdale,FL,//247sports.com/Player/nick-bosa-26393/,0.98,10,1,2,247,Clemson
Brian Burns,2016,76,209,DL,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/brian-burns-61728/,0.98,22,2,3,247,Clemson
Terrell Lewis,2016,77,250,DL,St. John's,Washington,DC,//247sports.com/Player/terrell-lewis-36515/,0.98,23,3,1,247,Clemson
Antonneous Clayton,2016,75,218,DL,Dooly County,Vienna,GA,//247sports.com/Player/antonneous-clayton-80721/,0.96,50,6,7,247,Clemson
Marlon Davidson,2016,76,260,DL,Greenville,Greenville,AL,//247sports.com/Player/marlon-davidson-29926/,0.96,59,6,3,247,Clemson
Xavier Kelly,2016,76,240,DL,East,Wichita,KS,//247sports.com/Player/xavier-kelly-77402/,0.95,84,7,1,247,Clemson
Janarius Robinson,2016,76,236,DL,Bay,Panama City,FL,//247sports.com/Player/janarius-robinson-33958/,0.94,116,10,15,247,Clemson
Shaq Smith,2016,75,239,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/shaq-smith-21501/,0.94,119,5,17,247,Clemson
Chauncey Manac,2016,75,250,DL,Clinch County,Homerville,GA,//247sports.com/Player/chauncey-manac-32104/,0.93,172,14,17,247,Clemson
Charles Wiley,2016,74,234,DL,Stockbridge,Stockbridge,GA,//247sports.com/Player/charles-wiley-55074/,0.92,232,17,19,247,Clemson
Julian Okwara,2016,76,220,DL,Ardrey Kell,Charlotte,NC,//247sports.com/Player/julian-okwara-77274/,0.9,NA,25,11,247,Clemson
Jordan Smith,2016,77,220,DL,Lithonia,Lithonia,GA,//247sports.com/Player/jordan-smith-38460/,0.89,NA,26,28,247,Clemson
Aaron Thompson,2016,76,265,DL,Dillard,Fort Lauderdale,FL,//247sports.com/Player/aaron-thompson-53811/,0.87,NA,31,78,247,Clemson
Charles Callender,2016,74,215,DL,Gulliver Prep,Miami,FL,//247sports.com/Player/charles-callender-37753/,NA,NA,NA,NA,247,Clemson
Rashan Gary,2016,77,293,DL,Paramus Catholic,Paramus,NJ,//247sports.com/Player/rashan-gary-31787/,1,1,1,1,247,Clemson
Dexter Lawrence,2016,76,327,DL,Wake Forest,Wake Forest,NC,//247sports.com/Player/dexter-lawrence-34818/,0.99,2,2,1,247,Clemson
Derrick Brown,2016,75,317,DL,Lanier,Buford,GA,//247sports.com/Player/derrick-brown-36984/,0.98,6,3,1,247,Clemson
Antwuan Jackson Jr.,2016,74,305,DL,Cedar Grove,Ellenwood,GA,//247sports.com/Player/antwuan-jackson-jr-27031/,0.95,64,9,9,247,Clemson
Julian Rochester,2016,77,321,DL,McEachern,Powder Springs,GA,//247sports.com/Player/julian-rochester-35453/,0.95,81,12,11,247,Clemson
Glen Logan,2016,76,290,DL,Destrehan,Destrehan,LA,//247sports.com/Player/glen-logan-36593/,0.94,148,19,7,247,Clemson
Tyler Clark,2016,75,290,DL,Americus Sumter County South,Americus,GA,//247sports.com/Player/tyler-clark-78149/,0.92,244,24,21,247,Clemson
Michail Carter,2016,76,302,DL,Jackson,Jackson,GA,//247sports.com/Player/michail-carter-57101/,0.9,NA,27,24,247,Clemson
Nyles Pinckney,2016,75,290,DL,Whale Branch,Seabrook,SC,//247sports.com/Player/nyles-pinckney-35463/,0.9,NA,28,5,247,Clemson
David Marshall,2016,74,272,DL,Upson-Lee,Thomaston,GA,//247sports.com/Player/david-marshall-36779/,0.88,NA,22,41,247,Clemson
Shane Simmons,2016,76,221,DL,DeMatha Catholic,Hyattsville,MD,//247sports.com/Player/shane-simmons-22489/,0.98,29,4,1,247,Clemson
McTelvin Agim,2016,74,268,DL,Hope,Hope,AR,//247sports.com/Player/mctelvin-agim-34545/,0.98,31,2,1,247,Clemson
Shavar Manuel,2016,76,290,DL,IMG Academy,Bradenton,FL,//247sports.com/Player/shavar-manuel-43627/,0.95,86,13,11,247,Clemson
Joe Jackson,2016,77,245,DL,Gulliver Prep,Miami,FL,//247sports.com/Player/joe-jackson-35065/,0.94,144,11,22,247,Clemson
Prince Sammons,2016,80,280,DL,Cincinnati Hills Christian Academy,Cincinnati,OH,//247sports.com/Player/prince-sammons-36063/,0.91,NA,14,12,247,Clemson
Chidi Okonya,2016,78,230,DL,Riverdale,Riverdale,GA,//247sports.com/Player/chidi-okonya-38807/,0.88,NA,20,34,247,Clemson
Mykelle McDaniel,2016,76,240,DL,Grayson,Loganville,GA,//247sports.com/Player/mykelle-mcdaniel-61727/,0.88,NA,23,42,247,Clemson
Malik Walker,2016,73,260,DL,Macon County,Montezuma,GA,//247sports.com/Player/malik-walker-42233/,0.85,NA,45,94,247,Clemson
Michael Boykin,2016,78,255,DL,Carrollton,Carrollton,GA,//247sports.com/Player/michael-boykin-32772/,0.84,NA,49,98,247,Clemson
Tre Lamar,2016,76,240,LB,Roswell,Roswell,GA,//247sports.com/Player/tre-lamar-37172/,0.97,37,2,5,247,Clemson
Shaquille Quarterman,2016,72,233,LB,Oakleaf,Orange Park,FL,//247sports.com/Player/shaquille-quarterman-29336/,0.93,165,7,25,247,Clemson
JaCorey Morris,2016,75,220,LB,Clarke County,Grove Hill,AL,//247sports.com/Player/jacorey-morris-76150/,0.88,NA,17,17,247,Clemson
Tobias Little,2016,72,234,LB,Mays,Atlanta,GA,//247sports.com/Player/tobias-little-44475/,0.85,NA,35,83,247,Clemson
Kenneth Ruff,2016,73,240,LB,Dillard,Fort Lauderdale,FL,//247sports.com/Player/kenneth-ruff-63479/,0.85,NA,37,133,247,Clemson
Mack Wilson,2016,74,220,EDGE,Carver,Montgomery,AL,//247sports.com/Player/mack-wilson-36432/,0.98,19,2,2,247,Clemson
Tre Threat,2016,74,235,EDGE,Spanish Fort,Spanish Fort,AL,//247sports.com/Player/tre-threat-47635/,0.89,NA,26,11,247,Clemson
P.J. Blue,2016,74,210,EDGE,Park Crossing,Montgomery,AL,//247sports.com/Player/pj-blue-59821/,0.88,NA,35,16,247,Clemson
Jaquan Yulee,2016,72,252,EDGE,Indian River,Chesapeake,VA,//247sports.com/Player/jaquan-yulee-30668/,0.88,NA,18,14,247,Clemson
Emanuel Bridges,2016,74,215,EDGE,Newnan,Newnan,GA,//247sports.com/Player/emanuel-bridges-57916/,0.88,NA,40,39,247,Clemson
Keion Joyner,2016,75,200,EDGE,Havelock,Havelock,NC,//247sports.com/Player/keion-joyner-35320/,0.87,NA,44,26,247,Clemson
James Skalski,2016,73,225,EDGE,Northgate,Newnan,GA,//247sports.com/Player/james-skalski-75718/,0.87,NA,47,56,247,Clemson
Brandon Hill,2016,75,217,EDGE,Heathwood Hall Episcopal School,Columbia,SC,//247sports.com/Player/brandon-hill-79223/,0.87,NA,53,11,247,Clemson
Jacob Morgenstern,2016,76,210,EDGE,St. Luke's School,New Canaan,CT,//247sports.com/Player/jacob-morgenstern-77243/,0.83,NA,100,8,247,Clemson
Levonta Taylor,2016,71,182,CB,Ocean Lakes,Virginia Beach,VA,//247sports.com/Player/levonta-taylor-34178/,0.98,11,1,1,247,Clemson
Lavert Hill,2016,70,172,CB,Martin Luther King,Detroit,MI,//247sports.com/Player/lavert-hill-27161/,0.95,88,6,2,247,Clemson
Troy Pride Jr.,2016,72,175,CB,Greer,Greer,SC,//247sports.com/Player/troy-pride-jr-78036/,0.95,95,7,3,247,Clemson
Carlos Becker,2016,74,185,CB,Osceola,Kissimmee,FL,//247sports.com/Player/carlos-becker-78692/,0.94,114,11,14,247,Clemson
