name,year,height,weight,position,school,city,state,profile_link,score,nat_rank,pos_rank,state_rank,website,school_offer
Demarre Kitt,2014,73,185,WR,Sandy Creek,Tyrone,GA,//247sports.com/Player/demarre-kitt-18059/,0.9,NA,47,20,247,Texas
Emanuel Porter,2014,77,190,WR,Lincoln,Dallas,TX,//247sports.com/Player/emanuel-porter-23389/,0.89,NA,56,38,247,Texas
Dorian Leonard,2014,76,200,WR,Longview,Longview,TX,//247sports.com/Player/dorian-leonard-28566/,0.88,NA,60,48,247,Texas
Roderick Bernard,2014,69,175,WR,Sharpstown,Houston,TX,//247sports.com/Player/roderick-bernard-28640/,0.88,NA,69,55,247,Texas
Garrett Gray,2014,76,212,WR,Marble Falls,Marble Falls,TX,//247sports.com/Player/garrett-gray-27812/,0.85,NA,123,112,247,Texas
Blake Whiteley,2014,77,240,TE,Arizona Western College,Yuma,AZ,//247sports.com/Player/blake-whiteley-34733/,0.91,24,1,2,247,Texas
Tyler Luatua,2014,76,230,TE,La Mirada,La Mirada,CA,//247sports.com/Player/tyler-luatua-19282/,0.91,NA,7,32,247,Texas
Koda Martin,2014,78,245,TE,Manvel,Manvel,TX,//247sports.com/Player/koda-martin-12833/,0.88,NA,46,47,247,Texas
John Thomas,2014,78,255,TE,Trinity Valley C.C.,Athens,TX,//247sports.com/Player/john-thomas-11278/,0.85,132,6,13,247,Texas
Cam Robinson,2014,79,335,OT,West Monroe,West Monroe,LA,//247sports.com/Player/cam-robinson-14186/,1,3,1,2,247,Texas
Braden Smith,2014,78,285,OT,Olathe South,Olathe,KS,//247sports.com/Player/braden-smith-17692/,0.95,122,7,1,247,Texas
Demetrius Knox,2014,76,294,OT,All Saints Episcopal,Fort Worth,TX,//247sports.com/Player/demetrius-knox-20231/,0.94,160,10,18,247,Texas
Orlando Brown,2014,80,338,OT,Peachtree Ridge,Suwanee,GA,//247sports.com/Player/orlando-brown-10534/,0.9,NA,28,22,247,Texas
Zach Ledwik,2014,76,271,OT,La Grange,La Grange,TX,//247sports.com/Player/zach-ledwik-31031/,0.86,NA,72,94,247,Texas
Elijah Rodriguez,2014,78,285,OT,Cy Creek,Houston,TX,//247sports.com/Player/elijah-rodriguez-27648/,0.82,NA,116,176,247,Texas
Joseph Paul,2014,76,335,IOL,St. Augustine,New Orleans,LA,//247sports.com/Player/joseph-paul-16966/,0.79,NA,96,89,247,Texas
Terrell Cuney,2014,75,270,IOL,Jasper,Jasper,TX,//247sports.com/Player/terrell-cuney-26718/,0.87,NA,5,68,247,Texas
Myles Garrett,2014,76,240,DL,Martin,Arlington,TX,//247sports.com/Player/myles-garrett-21127/,1.01,1,1,1,247,Texas
Lorenzo Carter,2014,77,232,DL,Norcross,Norcross,GA,//247sports.com/Player/lorenzo-carter-22968/,0.98,20,2,2,247,Texas
Denzil Ware,2014,75,220,DL,Crestview,Crestview,FL,//247sports.com/Player/denzil-ware-20605/,0.91,NA,14,34,247,Texas
Demetrius Jackson,2014,76,220,DL,Booker T. Washington,Miami,FL,//247sports.com/Player/demetrius-jackson-32280/,0.9,NA,15,38,247,Texas
Hoza Scott,2014,74,225,DL,La Porte,La Porte,TX,//247sports.com/Player/hoza-scott-13610/,0.9,NA,23,33,247,Texas
Jarrett Johnson,2014,75,226,DL,Seven Lakes,Katy,TX,//247sports.com/Player/jarrett-johnson-21062/,0.89,NA,22,40,247,Texas
Sione Teuhema,2014,75,217,DL,Keller,Keller,TX,//247sports.com/Player/sione-teuhema-22109/,0.88,NA,26,64,247,Texas
Jake McMillon,2014,75,240,DL,Abilene,Abilene,TX,//247sports.com/Player/jake-mcmillon-13606/,0.86,NA,29,96,247,Texas
Victor Evans,2014,74,226,DL,Skyline,Dallas,TX,//247sports.com/Player/victor-evans-13101/,0.85,NA,46,113,247,Texas
Kolin Hill,2014,74,220,DL,Samuel Clemens,Schertz,TX,//247sports.com/Player/kolin-hill-36199/,0.85,NA,52,134,247,Texas
Gerald Willis,2014,75,275,DL,Edna Karr,New Orleans,LA,//247sports.com/Player/gerald-willis-14167/,0.98,26,4,4,247,Texas
Travonte Valentine,2014,75,338,DL,Champagnat Catholic - Hialeah,Hialeah,FL,//247sports.com/Player/travonte-valentine-21006/,0.97,34,5,5,247,Texas
Solomon Thomas,2014,74,258,DL,Coppell,Coppell,TX,//247sports.com/Player/solomon-thomas-15007/,0.97,41,3,3,247,Texas
Derick Roberson,2014,75,235,DL,Brennan,San Antonio,TX,//247sports.com/Player/derick-roberson-19334/,0.96,100,7,11,247,Texas
Davon Godchaux,2014,76,265,DL,Plaquemine,Plaquemine,LA,//247sports.com/Player/davon-godchaux-19371/,0.94,173,10,11,247,Texas
Takkarist McKinley,2014,75,250,DL,Contra Costa College,San Pablo,CA,//247sports.com/Player/takkarist-mckinley-21300/,0.94,10,2,3,247,Texas
Joe Keels,2014,76,275,DL,Highland C.C.,Highland,KS,//247sports.com/Player/joe-keels-34791/,0.93,16,4,4,247,Texas
Poona Ford,2014,72,285,DL,Hilton Head,Hilton Head Island,SC,//247sports.com/Player/poona-ford-27451/,0.92,NA,19,7,247,Texas
Terry Ayeni,2014,76,260,DL,New Mexico Military Institute,Roswell,NM,//247sports.com/Player/terry-ayeni-36890/,0.92,20,3,1,247,Texas
Edmond Boateng,2014,76,260,DL,New Mexico Military Institute,Roswell,NM,//247sports.com/Player/edmond-boateng-32909/,0.88,61,6,2,247,Texas
Zaycoven Henderson,2014,73,280,DL,Longview,Longview,TX,//247sports.com/Player/zaycoven-henderson-21631/,0.9,NA,26,37,247,Texas
DeShawn Washington,2014,75,277,DL,Nederland,Nederland,TX,//247sports.com/Player/deshawn-washington-23949/,0.89,NA,32,43,247,Texas
Trey Lealaimatafao,2014,72,301,DL,Warren,San Antonio,TX,//247sports.com/Player/trey-lealaimatafao-20861/,0.89,NA,33,45,247,Texas
Chris Nelson,2014,74,295,DL,Victory Christian Academy,Lakeland,FL,//247sports.com/Player/chris-nelson-23745/,0.86,NA,58,116,247,Texas
Courtney Garnett,2014,74,280,DL,St. Augustine,New Orleans,LA,//247sports.com/Player/courtney-garnett-25464/,0.85,NA,61,36,247,Texas
Alex Anderson,2014,76,298,DL,O Perry Walker,New Orleans,LA,//247sports.com/Player/alex-anderson-30018/,0.83,NA,62,47,247,Texas
Elisha Shaw,2014,76,295,DL,Tucker,Tucker,GA,//247sports.com/Player/elisha-shaw-22714/,0.8,NA,89,128,247,Texas
Andrew Beck,2014,75,227,LB,Plant,Tampa,FL,//247sports.com/Player/andrew-beck-24226/,0.88,NA,24,66,247,Texas
Dillon Bates,2014,76,230,EDGE,Ponte Vedra,Ponte Vedra Beach,FL,//247sports.com/Player/dillon-bates-22535/,0.95,103,7,15,247,Texas
Zach Whitley,2014,74,223,EDGE,North Shore,Houston,TX,//247sports.com/Player/zach-whitley-13612/,0.95,119,4,14,247,Texas
Josh Walker,2014,73,220,EDGE,Gilmer,Gilmer,TX,//247sports.com/Player/josh-walker-14203/,0.94,179,11,22,247,Texas
Otaro Alaka,2014,75,205,EDGE,Cy Falls,Houston,TX,//247sports.com/Player/otaro-alaka-21377/,0.93,223,16,26,247,Texas
Richard Yeargin III,2014,76,225,EDGE,University School,Fort Lauderdale,FL,//247sports.com/Player/richard-yeargin-iii-21452/,0.9,NA,20,41,247,Texas
Cameron Hampton,2014,73,205,EDGE,Carter,Dallas,TX,//247sports.com/Player/cameron-hampton-19490/,0.86,NA,61,97,247,Texas
Arrion Springs,2014,71,192,CB,Roosevelt,San Antonio,TX,//247sports.com/Player/arrion-springs-19373/,0.97,48,7,5,247,Texas
Nick Harvey,2014,69,175,CB,Fort Bend Travis,Richmond,TX,//247sports.com/Player/nick-harvey-13605/,0.95,114,11,13,247,Texas
Jermaine Roberts,2014,69,175,CB,St. Augustine,New Orleans,LA,//247sports.com/Player/jermaine-roberts-25468/,0.9,NA,29,20,247,Texas
Tony Brown,2014,72,188,S,Ozen,Beaumont,TX,//247sports.com/Player/tony-brown-14164/,0.99,16,2,2,247,Texas
Davion Hall,2014,75,186,S,Liberty-Eylau,Texarkana,TX,//247sports.com/Player/davion-hall-20679/,0.97,56,7,6,247,Texas
Ed Paris,2014,73,190,S,Mansfield Timberview,Arlington,TX,//247sports.com/Player/ed-paris-11885/,0.96,63,3,7,247,Texas
Jamal Adams,2014,72,199,S,Hebron,Carrollton,TX,//247sports.com/Player/jamal-adams-13171/,0.96,92,7,10,247,Texas
Dylan Sumner-Gardner,2014,73,193,S,West Mesquite,Mesquite,TX,//247sports.com/Player/dylan-sumner-gardner-19628/,0.94,153,11,16,247,Texas
Mattrell McGraw,2014,70,180,S,John Curtis,New Orleans,LA,//247sports.com/Player/mattrell-mcgraw-21586/,0.9,NA,20,16,247,Texas
John Bonney,2014,72,182,S,Lamar,Houston,TX,//247sports.com/Player/john-bonney-12918/,0.9,NA,22,32,247,Texas
Edwin Freeman,2014,72,212,S,Bowie,Arlington,TX,//247sports.com/Player/edwin-freeman-20940/,0.9,NA,26,35,247,Texas
T.J. Harrell,2014,73,210,S,Tampa Catholic,Tampa,FL,//247sports.com/Player/tj-harrell-23179/,0.87,NA,55,92,247,Texas
Kenny Iloka,2014,74,206,S,Tyler J.C.,Tyler,TX,//247sports.com/Player/kenny-iloka-31485/,0.87,101,4,6,247,Texas
Jason Hall,2014,73,192,S,South Grand Prairie,Grand Prairie,TX,//247sports.com/Player/jason-hall-28634/,0.83,NA,110,158,247,Texas
Nate Starks,2014,71,200,ATH,Cherry Creek,Englewood,CO,//247sports.com/Player/nate-starks-14943/,0.94,174,12,2,247,Texas
Adam Choice,2014,69,206,ATH,Thomas County Central,Thomasville,GA,//247sports.com/Player/adam-choice-11501/,0.9,NA,28,28,247,Texas
Kevin Shorter,2014,72,186,ATH,Newton,Newton,TX,//247sports.com/Player/kevin-shorter-21665/,0.8,NA,129,208,247,Texas
Corbin Daly,2014,75,190,P,Ardrey Kell,Charlotte,NC,//247sports.com/Player/corbin-daly-31007/,0.78,NA,3,54,247,Texas
Keller Chryst,2014,76,220,QB,Palo Alto,Palo Alto,CA,//247sports.com/Player/keller-chryst-21159/,0.97,53,2,6,247,Georgia
Jacob Park,2014,75,202,QB,Stratford,Goose Creek,SC,//247sports.com/Player/jacob-park-20348/,0.96,93,7,3,247,Georgia
Nico Pierre,2014,73,201,QB,Coral Reef,Miami,FL,//247sports.com/Player/nico-pierre-20921/,0.84,NA,44,143,247,Georgia
Deshaun Watson,2014,75,200,QB,Gainesville,Gainesville,GA,//247sports.com/Player/deshaun-watson-13254/,0.96,81,2,6,247,Georgia
Nick Chubb,2014,71,216,RB,Cedartown,Cedartown,GA,//247sports.com/Player/nick-chubb-19986/,0.99,17,4,1,247,Georgia
Jalen Hurd,2014,75,230,RB,Beech,Hendersonville,TN,//247sports.com/Player/jalen-hurd-17697/,0.98,32,2,1,247,Georgia
Sony Michel,2014,71,205,RB,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/sony-michel-7504/,0.97,57,6,8,247,Georgia
Roc Thomas,2014,71,196,RB,Oxford,Oxford,AL,//247sports.com/Player/roc-thomas-14990/,0.97,60,7,4,247,Georgia
Shai McKenzie,2014,71,210,RB,Washington,Washington,PA,//247sports.com/Player/shai-mckenzie-23409/,0.92,239,16,3,247,Georgia
Darrel Williams,2014,72,227,RB,John Ehret,Marrero,LA,//247sports.com/Player/darrel-williams-27042/,0.9,NA,23,15,247,Georgia
Boom Williams,2014,68,189,RB,George Walton Academy,Monroe,GA,//247sports.com/Player/boom-williams-16554/,0.89,NA,7,34,247,Georgia
Kamryn Pettway,2014,71,221,RB,Prattville,Prattville,AL,//247sports.com/Player/kamryn-pettway-22697/,0.89,NA,22,13,247,Georgia
Jon Hilliman,2014,73,210,RB,St. Peter's Prep,Jersey City,NJ,//247sports.com/Player/jon-hilliman-20411/,0.89,NA,24,14,247,Georgia
D'Ernest Johnson,2014,70,180,RB,Immokalee,Immokalee,FL,//247sports.com/Player/dernest-johnson-19642/,0.85,NA,59,122,247,Georgia
Tyreek Hill,2014,68,185,RB,Garden City C.C.,Garden City,KS,//247sports.com/Player/tyreek-hill-27414/,0.97,3,1,1,247,Georgia
Travis Rudolph,2014,73,185,WR,Cardinal Newman,West Palm Beach,FL,//247sports.com/Player/travis-rudolph-14148/,0.98,23,2,2,247,Georgia
Ermon Lane,2014,75,193,WR,Homestead,Homestead,FL,//247sports.com/Player/ermon-lane-12523/,0.97,33,4,4,247,Georgia
Josh Malone,2014,74,191,WR,Station Camp,Gallatin,TN,//247sports.com/Player/josh-malone-12988/,0.97,49,6,2,247,Georgia
Nick Ruffin,2014,72,180,WR,St. Pius X,Atlanta,GA,//247sports.com/Player/nick-ruffin-14238/,0.96,73,8,4,247,Georgia
Cam Sims,2014,76,199,WR,Ouachita Parish,Monroe,LA,//247sports.com/Player/cam-sims-21016/,0.96,82,10,7,247,Georgia
Drake Harris,2014,76,180,WR,Grand Rapids Christian,Grand Rapids,MI,//247sports.com/Player/drake-harris-15401/,0.96,88,12,3,247,Georgia
Artavis Scott,2014,70,175,WR,East Lake,Tarpon Springs,FL,//247sports.com/Player/artavis-scott-17681/,0.96,89,13,13,247,Georgia
Markell Pack,2014,74,180,WR,Purvis,Purvis,MS,//247sports.com/Player/markell-pack-24850/,0.96,99,15,3,247,Georgia
Isaiah McKenzie,2014,68,175,WR,American Heritage,Fort Lauderdale,FL,//247sports.com/Player/isaiah-mckenzie-27952/,0.94,151,23,23,247,Georgia
J.C. Jackson,2014,70,180,WR,Immokalee,Immokalee,FL,//247sports.com/Player/jc-jackson-16238/,0.94,165,27,24,247,Georgia
Shaq Davidson,2014,72,170,WR,Gaffney,Gaffney,SC,//247sports.com/Player/shaq-davidson-15334/,0.92,241,36,6,247,Georgia
Krenwick Sanders,2014,74,195,WR,Wayne County,Jesup,GA,//247sports.com/Player/krenwick-sanders-19091/,0.91,NA,38,18,247,Georgia
Shakenneth Williams,2014,73,195,WR,Rutland,Macon,GA,//247sports.com/Player/shakenneth-williams-27661/,0.9,NA,46,19,247,Georgia
Demarre Kitt,2014,73,185,WR,Sandy Creek,Tyrone,GA,//247sports.com/Player/demarre-kitt-18059/,0.9,NA,47,20,247,Georgia
Nate Brown,2014,75,210,WR,North Gwinnett,Suwanee,GA,//247sports.com/Player/nate-brown-26527/,0.9,NA,50,24,247,Georgia
Rico Johnson,2014,70,170,WR,Georgia Prep Sports Academy,Atlanta,GA,//247sports.com/Player/rico-johnson-19263/,0.88,7,2,1,247,Georgia
Tyre McCants,2014,71,202,WR,Niceville,Niceville,FL,//247sports.com/Player/tyre-mccants-18993/,0.87,NA,89,91,247,Georgia
Gilbert Johnson,2014,74,190,WR,Homestead,Homestead,FL,//247sports.com/Player/gilbert-johnson-21068/,0.86,NA,101,109,247,Georgia
Jacob McCrary,2014,72,170,WR,Coral Reef,Miami,FL,//247sports.com/Player/jacob-mccrary-18401/,0.85,NA,114,120,247,Georgia
Trey Willis,2014,75,175,WR,Griffin,Griffin,GA,//247sports.com/Player/trey-willis-32422/,NA,NA,NA,NA,247,Georgia
Tyler Luatua,2014,76,230,TE,La Mirada,La Mirada,CA,//247sports.com/Player/tyler-luatua-19282/,0.91,NA,7,32,247,Georgia
Jeb Blazevich,2014,76,230,TE,Charlotte Christian,Charlotte,NC,//247sports.com/Player/jeb-blazevich-18825/,0.9,NA,10,15,247,Georgia
Hunter Atkinson,2014,78,250,TE,West Hall,Oakwood,GA,//247sports.com/Player/hunter-atkinson-33362/,0.89,NA,15,39,247,Georgia
Milan Richard,2014,74,232,TE,Calvary Day School,Savannah,GA,//247sports.com/Player/milan-richard-19940/,0.88,NA,17,44,247,Georgia
Ravian Pierce,2014,76,215,TE,Plantation,Fort Lauderdale,FL,//247sports.com/Player/ravian-pierce-23226/,0.88,NA,20,77,247,Georgia
Brian Wallace,2014,78,305,OT,Christian Brothers College,St. Louis,MO,//247sports.com/Player/brian-wallace-26286/,0.97,37,2,1,247,Georgia
Damian Prince,2014,77,295,OT,Bishop McNamara,District Heights,MD,//247sports.com/Player/damian-prince-17414/,0.97,40,3,1,247,Georgia
David Sharpe,2014,78,318,OT,Duncan U. Fletcher,Neptune Beach,FL,//247sports.com/Player/david-sharpe-28122/,0.95,117,10,17,247,Georgia
Alex Bars,2014,78,309,OT,Montgomery Bell Academy,Nashville,TN,//247sports.com/Player/alex-bars-20656/,0.94,155,14,5,247,Georgia
Dyshon Sims,2014,76,278,OT,Lowndes,Valdosta,GA,//247sports.com/Player/dyshon-sims-27279/,0.94,186,17,14,247,Georgia
Avery Gennesy,2014,77,307,OT,East Mississippi C.C.,Scooba,MS,//247sports.com/Player/avery-gennesy-15527/,0.94,12,5,2,247,Georgia
Dontavius Blair,2014,80,303,OT,Garden City C.C.,Garden City,KS,//247sports.com/Player/dontavius-blair-11710/,0.93,14,6,3,247,Georgia
Derrick Kelly,2014,77,295,OT,Gadsden County,Havana,FL,//247sports.com/Player/derrick-kelly-29944/,0.92,NA,24,31,247,Georgia
Andy Bauer,2014,77,304,OT,DeSmet,St. Louis,MO,//247sports.com/Player/andy-bauer-13894/,0.91,NA,26,5,247,Georgia
Orlando Brown,2014,80,338,OT,Peachtree Ridge,Suwanee,GA,//247sports.com/Player/orlando-brown-10534/,0.9,NA,28,22,247,Georgia
Jake Edwards,2014,76,286,OT,Heard County,Franklin,GA,//247sports.com/Player/jake-edwards-25074/,0.88,NA,26,47,247,Georgia
Rod Taylor,2014,75,305,IOL,Callaway,Jackson,MS,//247sports.com/Player/rod-taylor-21572/,0.98,25,1,1,247,Georgia
Mason Cole,2014,76,285,IOL,East Lake,Tarpon Springs,FL,//247sports.com/Player/mason-cole-19185/,0.96,87,4,12,247,Georgia
Braden Smith,2014,78,285,IOL,Olathe South,Olathe,KS,//247sports.com/Player/braden-smith-17692/,0.95,122,7,1,247,Georgia
Isaiah Wynn,2014,74,272,IOL,Lakewood,St. Petersburg,FL,//247sports.com/Player/isaiah-wynn-19636/,0.95,139,9,20,247,Georgia
Josh Allen,2014,75,285,IOL,University Christian,Jacksonville,FL,//247sports.com/Player/josh-allen-23234/,0.89,NA,20,54,247,Georgia
Jordan Sims,2014,76,345,IOL,Homewood,Birmingham,AL,//247sports.com/Player/jordan-sims-28230/,0.89,NA,21,15,247,Georgia
Corey Martinez,2014,76,297,IOL,Tampa Catholic,Tampa,FL,//247sports.com/Player/corey-martinez-15402/,0.88,NA,27,68,247,Georgia
Jerald Foster,2014,73,300,IOL,Lincoln Southeast,Lincoln,NE,//247sports.com/Player/jerald-foster-21553/,0.87,NA,39,2,247,Georgia
Nolan Kelleher,2014,78,305,IOL,Wando,Mount Pleasant,SC,//247sports.com/Player/nolan-kelleher-27087/,0.85,NA,48,26,247,Georgia
Lorenzo Carter,2014,77,232,DL,Norcross,Norcross,GA,//247sports.com/Player/lorenzo-carter-22968/,0.98,20,2,2,247,Georgia
Dante Sawyer,2014,74,262,DL,North Gwinnett,Suwanee,GA,//247sports.com/Player/dante-sawyer-14760/,0.95,121,5,8,247,Georgia
Lorenzo Featherston,2014,79,220,DL,Page,Greensboro,NC,//247sports.com/Player/lorenzo-featherston-24527/,0.95,125,6,4,247,Georgia
Justin Thornton,2014,77,222,DL,Vigor,Mobile,AL,//247sports.com/Player/justin-thornton-21741/,0.95,140,8,7,247,Georgia
Keyon Richardson,2014,75,230,DL,Hardee,Wauchula,FL,//247sports.com/Player/keyon-richardson-11871/,0.92,229,13,29,247,Georgia
Denzil Ware,2014,75,220,DL,Crestview,Crestview,FL,//247sports.com/Player/denzil-ware-20605/,0.91,NA,14,34,247,Georgia
Andrew Williams,2014,76,247,DL,Eagle's Landing Christian,Mcdonough,GA,//247sports.com/Player/andrew-williams-15191/,0.9,NA,16,25,247,Georgia
Trent Harris,2014,74,226,DL,Winter Park,Winter Park,FL,//247sports.com/Player/trent-harris-23274/,0.87,NA,29,81,247,Georgia
Da'Shawn Hand,2014,76,265,DL,Woodbridge,Woodbridge,VA,//247sports.com/Player/dashawn-hand-16094/,1,7,1,1,247,Georgia
DaVonte Lambert,2014,75,278,DL,Georgia Military,Milledgeville,GA,//247sports.com/Player/davonte-lambert-18048/,0.96,8,1,1,247,Georgia
Deondre Clark,2014,74,238,DL,Douglass,Oklahoma City,OK,//247sports.com/Player/deondre-clark-20966/,0.94,182,11,4,247,Georgia
Kentavius Street,2014,74,264,DL,J.H. Rose,Greenville,NC,//247sports.com/Player/kentavius-street-25734/,0.91,NA,13,12,247,Georgia
Kendall Baker,2014,78,275,DL,Marist School,Atlanta,GA,//247sports.com/Player/kendall-baker-13305/,0.89,NA,35,38,247,Georgia
Andrew Brown,2014,76,282,DL,Oscar Smith,Chesapeake,VA,//247sports.com/Player/andrew-brown-13055/,0.99,9,1,3,247,Georgia
Travonte Valentine,2014,75,338,DL,Champagnat Catholic - Hialeah,Hialeah,FL,//247sports.com/Player/travonte-valentine-21006/,0.97,34,5,5,247,Georgia
Joshua Frazier,2014,75,325,DL,Har-Ber,Springdale,AR,//247sports.com/Player/joshua-frazier-15045/,0.97,36,6,1,247,Georgia
Terrell Clinkscales,2014,76,310,DL,Dodge City C.C.,Dodge City,KS,//247sports.com/Player/terrell-clinkscales-33475/,0.96,5,1,2,247,Georgia
Lamont Gaillard,2014,75,310,DL,Pine Forest,Fayetteville,NC,//247sports.com/Player/lamont-gaillard-29210/,0.95,136,12,5,247,Georgia
Dontavius Russell,2014,75,300,DL,Carrollton,Carrollton,GA,//247sports.com/Player/dontavius-russell-24033/,0.94,150,13,11,247,Georgia
Khairi Clark,2014,74,325,DL,Chaminade-Madonna,Hollywood,FL,//247sports.com/Player/khairi-clark-15418/,0.92,231,17,30,247,Georgia
Charles Mosley,2014,77,350,DL,Brighton,Brighton,TN,//247sports.com/Player/charles-mosley-29203/,0.92,NA,20,6,247,Georgia
Abu Lamin,2014,75,300,DL,Fort Scott C.C.,Fort Scott,KS,//247sports.com/Player/abu-lamin-32260/,0.92,18,5,5,247,Georgia
Lance McDowdell,2014,77,302,DL,Nassau C.C.,Garden City,NY,//247sports.com/Player/lance-mcdowdell-34954/,0.91,21,6,3,247,Georgia
Peyton Newell,2014,74,290,DL,Hiawatha Sr,Hiawatha,KS,//247sports.com/Player/peyton-newell-19862/,0.9,NA,21,2,247,Georgia
Elisha Shaw,2014,76,295,DL,Tucker,Tucker,GA,//247sports.com/Player/elisha-shaw-22714/,0.8,NA,89,128,247,Georgia
Raekwon McMillan,2014,74,242,LB,Liberty County,Hinesville,GA,//247sports.com/Player/raekwon-mcmillan-17772/,0.98,28,2,3,247,Georgia
Bryson Allen-Williams,2014,73,222,LB,Cedar Grove,Ellenwood,GA,//247sports.com/Player/bryson-allen-williams-21514/,0.96,96,6,7,247,Georgia
Korie Rogers,2014,73,210,LB,Buford,Buford,GA,//247sports.com/Player/korie-rogers-20630/,0.94,184,14,12,247,Georgia
Detric Bing-Dukes,2014,72,220,LB,Tucker,Tucker,GA,//247sports.com/Player/detric-bing-dukes-19597/,0.9,NA,13,23,247,Georgia
Petera Wilson,2014,75,220,LB,White Station,Memphis,TN,//247sports.com/Player/petera-wilson-18643/,0.86,NA,32,15,247,Georgia
Ray Tillman,2014,72,195,LB,Miller Grove,Lithonia,GA,//247sports.com/Player/ray-tillman-28775/,0.82,NA,99,122,247,Georgia
Rashaan Evans,2014,75,220,EDGE,Auburn,Auburn,AL,//247sports.com/Player/rashaan-evans-20334/,0.99,11,1,2,247,Georgia
Christian Miller,2014,76,222,EDGE,Spring Valley,Columbia,SC,//247sports.com/Player/christian-miller-20746/,0.99,14,3,1,247,Georgia
Jacob Pugh,2014,76,221,EDGE,Amos P. Godby,Tallahassee,FL,//247sports.com/Player/jacob-pugh-21520/,0.97,39,5,7,247,Georgia
Darrion Owens,2014,75,216,EDGE,Oakleaf,Orange Park,FL,//247sports.com/Player/darrion-owens-23177/,0.93,200,15,26,247,Georgia
Dwight Williams,2014,73,205,EDGE,Junipero Serra,Gardena,CA,//247sports.com/Player/dwight-williams-15563/,0.9,NA,19,34,247,Georgia
Jabrill Peppers,2014,72,205,CB,Paramus Catholic,Paramus,NJ,//247sports.com/Player/jabrill-peppers-13084/,1,4,1,1,247,Georgia
Marlon Humphrey,2014,73,175,CB,Hoover,Hoover,AL,//247sports.com/Player/marlon-humphrey-16572/,0.99,10,1,1,247,Georgia
Kalvaraz Bessent,2014,72,170,CB,Camden County,Kingsland,GA,//247sports.com/Player/kalvaraz-bessent-23746/,0.95,138,13,9,247,Georgia
Wesley Green,2014,71,170,CB,Martin Luther King Jr.,Lithonia,GA,//247sports.com/Player/wesley-green-18986/,0.94,185,15,13,247,Georgia
Nick Watkins,2014,73,185,CB,Bishop Dunne,Dallas,TX,//247sports.com/Player/nick-watkins-18713/,0.9,NA,23,30,247,Georgia
Ken Webster,2014,70,177,CB,Stockbridge,Stockbridge,GA,//247sports.com/Player/ken-webster-25076/,0.9,NA,24,26,247,Georgia
Jaylon Myers,2014,73,190,CB,Hutchinson C.C.,Hutchinson,KS,//247sports.com/Player/jaylon-myers-34655/,0.9,33,2,6,247,Georgia
Shattle Fenteng,2014,74,200,CB,Hutchinson C.C.,Hutchinson,KS,//247sports.com/Player/shattle-fenteng-23924/,0.89,42,3,9,247,Georgia
